timestamp,lat,lon,alt,vn,ve,vd
4.440169,7.941783,-11.884696,113.164841,3.272043,-2.741809,0.076971
4.550174,8.310822,-12.157889,113.159081,3.375169,-2.731060,0.009650
4.650199,8.659352,-12.417757,113.113037,3.438402,-2.729988,-0.007036
4.750190,9.012814,-12.675985,113.073586,3.495821,-2.693206,-0.005440
4.860279,9.396786,-12.932772,113.038620,3.556142,-2.612339,0.006694
4.960199,9.751334,-13.139984,113.016273,3.609927,-2.523744,0.001459
5.060279,10.109325,-13.333196,112.991432,3.649514,-2.440709,0.001268
5.170308,10.509056,-13.561448,112.974030,3.681399,-2.362173,0.016162
5.270203,10.873526,-13.754024,112.953911,3.699728,-2.285098,0.020148
5.370263,11.238614,-13.920960,112.939819,3.709616,-2.206795,0.023276
5.480292,11.640599,-14.087566,112.935120,3.720372,-2.123931,0.019592
5.580276,12.008813,-14.242934,112.939285,3.729300,-2.046072,0.021925
5.680324,12.380304,-14.395351,112.921783,3.724286,-1.974394,0.026080
5.790300,12.788111,-14.553131,112.901390,3.720225,-1.897516,0.032196
5.890271,13.154690,-14.674650,112.887283,3.716400,-1.832098,0.026341
5.990210,13.520262,-14.781662,112.872704,3.710972,-1.767308,0.018986
6.090298,13.886196,-14.908202,112.862114,3.697065,-1.710361,0.024875
6.200485,14.286584,-15.041057,112.848343,3.679133,-1.658055,0.042806
6.300325,14.650101,-15.170452,112.838135,3.664812,-1.613229,0.041499
6.400376,15.010720,-15.278309,112.829506,3.645676,-1.582615,0.035606
6.510438,15.404557,-15.392816,112.819260,3.620749,-1.554862,0.040524
6.610352,15.761497,-15.510579,112.810226,3.598888,-1.535067,0.053120
6.710438,16.116189,-15.621736,112.800758,3.579787,-1.515676,0.053373
6.820380,16.505407,-15.761965,112.793015,3.560423,-1.510628,0.044931
6.920384,16.859938,-15.824760,112.792160,3.583961,-1.534964,0.061921
7.020337,17.224270,-15.923396,112.790619,3.632059,-1.562950,0.068689
7.130357,17.629340,-16.035798,112.790512,3.667116,-1.611665,0.054463
7.230339,17.999104,-16.160148,112.790520,3.685126,-1.647059,0.040980
7.340416,18.405182,-16.286716,112.792603,3.684998,-1.672481,0.026780
7.440387,18.769825,-16.397242,112.796783,3.660909,-1.706807,0.008776
7.540379,19.130457,-16.521675,112.802345,3.617775,-1.762097,-0.007274
7.650353,19.522211,-16.663883,112.805176,3.569988,-1.818904,0.018464
7.750375,19.875207,-16.813752,112.803558,3.533002,-1.861123,0.045960
7.850430,20.223078,-16.946690,112.802780,3.496323,-1.901182,0.059940
7.960370,20.598534,-17.114284,112.800018,3.431874,-1.955967,0.065863
8.060369,20.932933,-17.264567,112.799026,3.363203,-2.031777,0.062819
8.160422,21.260001,-17.443316,112.797714,3.288333,-2.112795,0.049566
8.270361,21.614624,-17.645472,112.798210,3.236542,-2.174355,0.030015
8.370431,21.934110,-17.832207,112.800369,3.213997,-2.247647,0.028392
8.470392,22.251566,-18.028264,112.802322,3.191702,-2.353326,0.029356
8.580399,22.597395,-18.256964,112.805481,3.156547,-2.477204,0.022631
8.680444,22.908495,-18.488517,112.807281,3.120309,-2.585141,0.018947
8.780428,23.216717,-18.725933,112.810173,3.093198,-2.677312,0.012229
8.890451,23.552721,-18.999146,112.813225,3.062539,-2.770923,0.009543
8.990413,23.853694,-19.242809,112.817497,3.024751,-2.862822,0.012381
9.090461,24.147796,-19.516288,112.819473,2.973379,-2.967385,0.004945
9.200450,24.461697,-19.833392,112.820389,2.890630,-3.104660,0.013526
9.300441,24.741708,-20.140833,112.818733,2.837785,-3.213476,0.029491
9.400479,25.019945,-20.459795,112.813599,2.815728,-3.300104,0.046138
9.510508,25.321176,-20.823509,112.806747,2.770534,-3.412428,0.046362
9.610444,25.589817,-21.169915,112.804047,2.713102,-3.529223,0.018688
9.710435,25.853492,-21.526673,112.803047,2.667976,-3.633714,0.004633
9.820535,26.139211,-21.931234,112.796997,2.616636,-3.738656,0.027520
9.920504,26.388548,-22.310793,112.783669,2.553785,-3.843032,0.046868
10.020474,26.637885,-22.690353,112.770340,2.490935,-3.947408,0.066215
10.120486,26.876258,-23.090372,112.759285,2.408928,-4.066510,0.062042
10.230457,27.131190,-23.543293,112.749245,2.327949,-4.197311,0.067994
10.330733,27.361259,-23.967243,112.747398,2.268017,-4.315876,0.058633
10.440490,27.604660,-24.451156,112.744400,2.188827,-4.448761,0.042690
10.540467,27.818151,-24.905636,112.742027,2.116341,-4.570937,0.039870
10.640543,28.023466,-25.371722,112.737106,2.029479,-4.690881,0.059906
10.750491,28.237198,-25.899136,112.728951,1.932986,-4.819157,0.081300
10.850683,28.424372,-26.391099,112.718460,1.854213,-4.937636,0.090525
10.950486,28.602400,-26.898009,112.704002,1.764639,-5.060189,0.091413
11.060495,28.788025,-27.469091,112.687477,1.658430,-5.189788,0.096628
11.160518,28.944969,-28.000812,112.674934,1.556343,-5.304811,0.088469
11.260523,29.092803,-28.542650,112.665421,1.464196,-5.409986,0.066421
11.360590,29.231246,-29.082417,112.657761,1.367232,-5.501908,0.057845
11.470563,29.368928,-29.681095,112.650604,1.241617,-5.576765,0.062078
11.570491,29.482455,-30.227084,112.643990,1.124666,-5.617777,0.061140
11.680531,29.592220,-30.836967,112.636726,0.993345,-5.644959,0.064718
11.780539,29.680411,-31.390886,112.629547,0.877172,-5.658640,0.069997
11.880575,29.758355,-31.938769,112.623276,0.764355,-5.668819,0.079033
11.980541,29.827276,-32.483345,112.616508,0.669563,-5.673352,0.088354
12.090556,29.891601,-33.080716,112.610359,0.563683,-5.674425,0.079141
12.190560,29.938010,-33.631959,112.605492,0.449682,-5.674105,0.063266
12.290547,29.973727,-34.181634,112.602333,0.341209,-5.673700,0.052921
12.400615,30.005348,-34.786596,112.602730,0.237588,-5.672593,0.053746
12.500604,30.028217,-35.327065,112.607712,0.145497,-5.672853,0.049415
12.600568,30.037583,-35.878247,112.610237,0.041588,-5.674755,0.039555
12.710580,30.035122,-36.485130,112.613838,-0.089512,-5.672217,0.030303
12.810737,30.017485,-37.040984,112.615372,-0.210054,-5.669265,0.030504
12.910797,29.990685,-37.592167,112.618317,-0.320758,-5.668557,0.034177
13.020587,29.949207,-38.199951,112.619881,-0.437591,-5.675259,0.046616
13.120613,29.899669,-38.757779,112.619514,-0.536167,-5.684594,0.046344
13.220596,29.840242,-39.315673,112.621315,-0.641976,-5.690851,0.033706
13.330811,29.764450,-39.936700,112.618790,-0.718723,-5.701203,0.050652
13.430606,29.701439,-40.486507,112.625290,-0.751086,-5.718370,0.061356
13.530588,29.630883,-41.045985,112.625832,-0.782588,-5.736461,0.073398
13.630572,29.557966,-41.611262,112.625389,-0.799101,-5.757524,0.069365
13.740630,29.479431,-42.237311,112.627213,-0.789172,-5.790717,0.051423
13.840756,29.409199,-42.813045,112.627907,-0.755625,-5.828132,0.042248
13.940582,29.343235,-43.373564,112.630272,-0.723681,-5.865744,0.041155
14.050649,29.272205,-44.007937,112.629364,-0.685948,-5.899810,0.039993
14.150633,29.212546,-44.584823,112.630150,-0.647275,-5.929713,0.037847
14.250682,29.163065,-45.173314,112.623024,-0.534280,-5.962391,0.100800
14.360681,29.126283,-45.816566,112.612724,-0.406209,-6.004658,0.151560
14.460695,29.099332,-46.406608,112.602409,-0.346610,-6.038898,0.159402
14.560670,29.077409,-47.003372,112.594299,-0.282661,-6.077581,0.139112
14.670633,29.074867,-47.665124,112.586090,-0.154874,-6.119362,0.134746
14.770639,29.080559,-48.274022,112.576073,-0.049337,-6.154639,0.137575
14.870715,29.096005,-48.880850,112.569870,0.033779,-6.191590,0.121007
14.970671,29.117143,-49.498457,112.564278,0.125668,-6.230585,0.097639
15.080720,29.150369,-50.182670,112.559029,0.215750,-6.270261,0.090234
15.180677,29.187026,-50.810805,112.552254,0.301992,-6.305707,0.095126
15.290661,29.239284,-51.504423,112.544113,0.400877,-6.337663,0.101856
15.390740,29.286794,-52.142189,112.528801,0.471723,-6.358428,0.117749
15.490713,29.341028,-52.783047,112.512283,0.541655,-6.379470,0.135980
15.590677,29.403868,-53.426869,112.492241,0.620512,-6.395614,0.162660
15.700718,29.479378,-54.135339,112.472580,0.679936,-6.409183,0.151063
15.800748,29.552195,-54.782863,112.460381,0.719612,-6.418501,0.099195
