timestamp,ekf_x,ekf_y,ekf_z,ekf_vx,ekf_vy,ekf_vz,ekf_roll,ekf_pitch,ekf_yaw
3.600000,37.082745,34.366849,0.699787,9.773201,7.668184,0.046916,0.007042,0.011361,0.611250
3.700000,38.060568,35.171571,0.716643,9.694941,7.537805,-0.052387,0.008032,0.011105,0.587502
3.800000,38.963693,35.885532,0.676611,9.620175,7.413645,0.072367,0.006737,0.011528,0.559378
3.900000,39.879514,36.638634,0.630175,9.610390,7.219674,0.064669,0.007993,0.010849,0.564295
4.000000,40.849608,37.383286,0.596252,9.676825,6.984256,0.113968,0.009776,0.009606,0.615595
4.100000,41.830682,38.040647,0.571270,9.448349,6.823058,0.039899,0.013041,0.009830,0.516458
4.200000,42.800962,38.770194,0.574444,9.425194,6.687591,-0.032012,0.012496,0.009930,0.509877
4.300000,43.732917,39.415748,0.550585,9.286680,6.345443,-0.031001,0.020677,0.008522,0.472276
4.400000,44.651831,40.066983,0.571499,9.278069,6.274825,-0.049722,0.017903,0.009469,0.467159
4.500000,45.541863,40.620625,0.602301,9.185656,6.101625,-0.030924,0.017684,0.010275,0.436583
4.600000,46.431329,41.193254,0.624589,9.264131,5.942054,-0.038377,0.015867,0.009686,0.476940
4.700000,47.407035,41.760873,0.561298,9.263009,5.661481,-0.056659,0.018918,0.007817,0.493595
4.800000,48.334161,42.316460,0.482971,9.148979,5.611693,-0.109164,0.015456,0.009727,0.442343
4.900000,49.267426,42.868516,0.514544,9.039873,5.473402,0.033161,0.013805,0.010593,0.408483
5.000000,50.125706,43.422989,0.490110,9.090989,5.322654,-0.032745,0.012204,0.010407,0.421278
5.100000,51.075163,43.953538,0.448400,9.087657,5.083595,-0.038341,0.013799,0.009608,0.432303
5.200000,51.999009,44.427717,0.376521,9.014673,4.815161,0.018477,0.015538,0.009148,0.413324
5.300000,52.902509,44.878730,0.375730,8.823082,4.664848,0.056831,0.015445,0.009874,0.357096
5.400000,53.807936,45.327763,0.341666,8.922124,4.568213,0.047940,0.009864,0.011061,0.376087
5.500000,54.625083,45.743041,0.367917,8.753240,4.271312,0.075727,0.014188,0.008750,0.348166
5.600000,55.424562,46.129451,0.383565,8.680629,4.012233,0.101830,0.015378,0.007828,0.336093
5.700000,56.319838,46.548490,0.352901,8.700064,3.774704,0.096837,0.016130,0.007651,0.342060
5.800000,57.201568,46.979663,0.357233,8.605894,3.533601,-0.111511,0.020158,0.006616,0.320407
5.900000,58.079514,47.317449,0.345094,8.505809,3.326689,0.110605,0.017710,0.007492,0.288854
6.000000,58.936553,47.647414,0.342264,8.529023,3.258740,0.050010,0.012487,0.009445,0.278510
6.100000,59.822226,47.979441,0.400096,8.480074,3.041113,-0.097468,0.014005,0.008950,0.267470
6.200000,60.668462,48.233573,0.366813,8.321271,2.774058,-0.050588,0.016169,0.008067,0.228473
6.300000,61.450215,48.483064,0.337300,8.245109,2.597415,0.102217,0.013233,0.008569,0.202110
6.400000,62.249432,48.743192,0.333462,8.198290,2.301132,0.100333,0.016122,0.007955,0.191004
6.500000,63.063378,48.941715,0.355621,8.216877,2.112323,-0.061877,0.016126,0.009294,0.181126
6.600000,63.875879,49.135525,0.317641,8.005843,1.965951,0.041802,0.013119,0.010839,0.122551
6.700000,64.700539,49.340268,0.338260,7.970884,1.727518,0.034162,0.013661,0.010973,0.104714
6.800000,65.474472,49.505337,0.283097,7.967893,1.406956,0.162188,0.016211,0.011009,0.097718
6.900000,66.324040,49.618766,0.241053,8.043343,1.383867,0.061985,0.008880,0.016411,0.075201
7.000000,67.093552,49.741316,0.252078,7.949709,1.162993,-0.027618,0.009886,0.015638,0.048241
7.100000,67.862760,49.796100,0.273041,7.780741,0.910417,-0.018406,0.011364,0.013517,0.012326
7.200000,68.634615,49.860617,0.285509,7.680873,0.681312,0.013090,0.011390,0.013429,-0.015891
7.300000,69.400928,49.920147,0.270138,7.628053,0.404249,-0.057517,0.013769,0.013051,-0.039133
7.400000,70.138707,49.929886,0.324521,7.426524,0.096396,-0.054785,0.017245,0.008035,-0.065901
7.500000,70.904787,49.962189,0.331042,7.458498,-0.046765,0.043225,0.013695,0.013918,-0.097726
7.600000,71.627657,49.980145,0.369836,7.282660,-0.210717,0.143584,0.011429,0.012135,-0.135812
7.700000,72.360013,49.957188,0.375231,7.114880,-0.518853,-0.002897,0.016108,0.007072,-0.161432
7.800000,73.057703,49.902373,0.389724,7.127433,-0.657289,0.013680,0.013316,0.010801,-0.193556
7.900000,73.786014,49.786361,0.419150,6.934344,-0.922055,-0.058911,0.015139,0.006423,-0.224707
8.000000,74.485964,49.715125,0.397329,7.068661,-1.123751,0.054693,0.013097,0.014360,-0.249767
8.100000,75.150112,49.617040,0.350525,6.842863,-1.425414,0.058742,0.016048,0.008814,-0.284047
8.200000,75.813232,49.478550,0.358616,6.737916,-1.638210,-0.011082,0.016538,0.007428,-0.315631
8.300000,76.464121,49.317200,0.342750,6.668694,-1.794004,-0.057804,0.014977,0.010069,-0.354010
8.400000,77.117394,49.192065,0.328785,6.648599,-1.812614,-0.005234,0.008142,0.018007,-0.406121
8.500000,77.789236,49.001831,0.314441,6.542408,-2.121920,0.043037,0.010225,0.016602,-0.433232
8.600000,78.444192,48.733769,0.342695,6.526662,-2.387995,-0.002267,0.011928,0.018648,-0.462492
8.700000,79.083943,48.514615,0.312622,6.431336,-2.614060,-0.011036,0.012333,0.019024,-0.495259
8.800000,79.699259,48.272160,0.340314,6.419492,-2.690394,0.045024,0.007798,0.026540,-0.543287
8.900000,80.315573,47.999960,0.339310,6.310464,-2.983498,-0.049347,0.010446,0.024675,-0.572044
9.000000,80.943561,47.736671,0.324632,6.229304,-3.298012,-0.111105,0.014489,0.023840,-0.599907
9.100000,81.581884,47.393948,0.288089,6.105843,-3.460303,-0.103780,0.012242,0.023560,-0.634367
9.200000,82.188282,47.021930,0.261598,6.027462,-3.770678,-0.090919,0.015311,0.023727,-0.663698
9.300000,82.746590,46.650830,0.255970,5.925320,-3.928832,-0.054171,0.013557,0.025073,-0.699316
9.400000,83.354348,46.208480,0.256572,5.871909,-4.197314,-0.116739,0.015796,0.026493,-0.729861
9.500000,83.945302,45.792854,0.237071,5.709511,-4.424607,-0.007507,0.013960,0.024126,-0.760867
9.600000,84.502308,45.354497,0.245806,5.657159,-4.479421,-0.014425,0.009947,0.029530,-0.803369
9.700000,85.047531,44.926145,0.221711,5.416402,-4.610327,-0.040759,0.005939,0.022052,-0.824404
9.800000,85.624577,44.473118,0.212633,5.364973,-4.740973,-0.020508,0.004068,0.026494,-0.862380
9.900000,86.145278,43.984089,0.193443,5.346167,-4.994673,0.012336,0.005928,0.032190,-0.898433
10.000000,86.647965,43.493707,0.203489,5.192026,-5.194684,0.016755,0.004485,0.029186,-0.921916
10.100000,87.159286,42.946948,0.179679,5.075465,-5.484769,0.003264,0.007153,0.028043,-0.944837
10.200000,87.672672,42.402755,0.160985,4.892046,-5.643968,-0.088815,0.004995,0.021660,-0.958812
10.300000,88.160288,41.857272,0.190956,4.876811,-5.931595,-0.033956,0.010087,0.029366,-0.999956
10.400000,88.648863,41.260549,0.173290,4.756738,-6.034506,-0.118967,0.007275,0.027946,-1.021299
10.500000,89.087698,40.633706,0.175485,4.673628,-6.175365,-0.135732,0.006188,0.031686,-1.054583
10.600000,89.549519,40.020568,0.158733,4.541582,-6.375204,-0.123690,0.005602,0.030990,-1.077167
10.700000,89.991296,39.358748,0.140946,4.485777,-6.432784,-0.179629,0.002871,0.037165,-1.115119
10.800000,90.460993,38.702727,0.128153,4.318969,-6.768096,-0.072766,0.005750,0.032581,-1.128549
10.900000,90.890036,37.982592,0.117735,4.436646,-6.972550,-0.147324,0.011647,0.051172,-1.187938
11.000000,91.318075,37.276412,0.089043,4.108179,-7.055298,-0.055300,0.004066,0.039426,-1.188351
11.100000,91.743210,36.548421,0.102598,4.168809,-7.106541,-0.013104,0.004032,0.057116,-1.251183
11.200000,92.128327,35.842855,0.082633,4.063526,-7.192917,-0.086048,0.001333,0.058533,-1.273875
11.300000,92.548418,35.134402,0.062503,3.980459,-7.443208,-0.045407,0.003435,0.060926,-1.297309
11.400000,92.924991,34.333608,0.085210,3.810291,-7.678684,-0.014350,0.003819,0.057287,-1.306932
11.500000,93.287759,33.544449,0.080111,3.712599,-7.818732,0.038521,0.002809,0.060228,-1.332273
11.600000,93.670998,32.744080,0.074496,3.569010,-7.952924,-0.077347,0.000383,0.057253,-1.342897
11.700000,94.023721,31.961813,0.071558,3.490530,-8.010379,0.159152,-0.005077,0.060538,-1.365282
11.800000,94.371691,31.138052,0.091211,3.471955,-8.115458,0.043643,-0.005063,0.067754,-1.397141
11.900000,94.675419,30.322104,0.103844,3.340923,-8.330814,-0.039725,-0.003372,0.065949,-1.408774
12.000000,94.984467,29.517242,0.064224,3.237076,-8.456434,-0.033128,-0.004906,0.067966,-1.428093
12.100000,95.335420,28.648885,0.031954,3.131150,-8.598244,-0.128655,-0.005822,0.068192,-1.443420
12.200000,95.645619,27.801472,-0.001293,3.088260,-8.881184,-0.022572,0.000279,0.075811,-1.476706
12.300000,95.908574,26.940069,0.018672,2.911329,-8.914700,0.111569,-0.004915,0.075928,-1.494281
12.400000,96.218165,26.015838,0.039530,2.839541,-9.048750,0.002260,-0.004899,0.078774,-1.514742
12.500000,96.510173,25.092399,0.029106,2.717830,-9.034572,0.051856,-0.009677,0.082745,-1.540393
12.600000,96.779434,24.198725,0.035691,2.571216,-9.152600,0.077709,-0.011669,0.081982,-1.551929
12.700000,97.037693,23.278047,0.072172,2.517081,-9.251501,-0.031507,-0.010527,0.089719,-1.583795
12.800000,97.286145,22.337619,0.049231,2.446100,-9.446701,-0.038807,-0.007672,0.094580,-1.607223
12.900000,97.491170,21.415810,0.024930,2.399523,-9.418313,-0.020024,-0.011877,0.101858,-1.638004
13.000000,97.736515,20.462588,0.022143,2.170090,-9.586031,-0.009765,-0.013388,0.095471,-1.633714
13.100000,97.943114,19.518224,0.026348,2.162383,-9.692466,-0.004278,-0.011747,0.105310,-1.669252
13.200000,98.152166,18.551538,0.004806,1.972528,-9.651052,-0.058226,-0.017719,0.105332,-1.684611
13.300000,98.342328,17.595505,0.004666,1.839459,-9.814910,0.009712,-0.017516,0.106627,-1.698782
13.400000,98.516539,16.618148,0.013684,1.753392,-9.987333,0.051046,-0.014560,0.111169,-1.720720
13.500000,98.681497,15.599405,0.035031,1.676897,-10.029656,0.086235,-0.015841,0.117083,-1.746768
13.600000,98.850651,14.581207,0.004857,1.511583,-10.103745,-0.016022,-0.018671,0.114195,-1.749161
13.700000,99.005932,13.586107,0.014273,1.414104,-10.030200,0.022344,-0.025437,0.118436,-1.770703
13.800000,99.135027,12.560813,0.024951,1.293608,-10.108505,0.006131,-0.027466,0.119688,-1.783529
13.900000,99.282870,11.562979,0.029109,1.309902,-10.261855,0.058366,-0.023446,0.131293,-1.821388
14.000000,99.385545,10.540886,0.026870,1.068877,-10.237229,0.006640,-0.031738,0.124622,-1.815479
14.100000,99.494314,9.524676,0.036393,0.982164,-10.311915,0.037585,-0.033057,0.128089,-1.832189
14.200000,99.605895,8.456462,0.035178,0.962525,-10.349585,0.065737,-0.034783,0.135188,-1.856594
14.300000,99.706213,7.456067,0.028067,0.695553,-10.287252,0.031350,-0.044412,0.128949,-1.853372
14.400000,99.766886,6.436836,0.059270,0.589726,-10.338657,0.145322,-0.047588,0.131132,-1.866208
14.500000,99.846733,5.409501,0.056199,0.533197,-10.445173,0.022328,-0.047711,0.133752,-1.881494
14.600000,99.901406,4.331267,0.052393,0.438794,-10.408317,-0.071350,-0.054268,0.132717,-1.883257
14.700000,99.976117,3.295970,0.072340,0.465393,-10.462616,0.003680,-0.053924,0.142042,-1.913749
14.800000,99.985158,2.255043,0.081020,0.241550,-10.486019,0.021339,-0.060443,0.134748,-1.901398
14.900000,100.005406,1.218260,0.078034,0.014674,-10.437318,0.045851,-0.070948,0.125293,-1.880122
15.000000,99.993049,0.174208,0.089343,0.045463,-10.394275,-0.078875,-0.074569,0.131022,-1.898052
15.100000,99.996964,-0.868389,0.099225,-0.030031,-10.459736,0.044938,-0.075977,0.133051,-1.910688
15.200000,99.983623,-1.929208,0.096375,-0.113535,-10.562883,0.038697,-0.077608,0.132494,-1.917350
15.300000,99.939629,-2.983522,0.085450,-0.309267,-10.511330,-0.044698,-0.088107,0.122434,-1.891782
15.400000,99.887164,-4.034154,0.096680,-0.443755,-10.474201,-0.039848,-0.097164,0.114574,-1.871206
15.500000,99.851377,-5.082933,0.097472,-0.465118,-10.410208,-0.003144,-0.105118,0.114222,-1.866986
15.600000,99.800890,-6.139414,0.095160,-0.615916,-10.538794,-0.063280,-0.105874,0.109201,-1.866456
15.700000,99.710750,-7.184704,0.079892,-0.811606,-10.453020,-0.078614,-0.117818,0.097140,-1.830006
15.800000,99.616990,-8.223553,0.039016,-0.861702,-10.379749,-0.085337,-0.127424,0.090710,-1.806337
15.900000,99.492003,-9.255392,0.040959,-1.040821,-10.315371,-0.034695,-0.138206,0.076776,-1.763285
16.000000,99.411559,-10.307125,0.055775,-1.052160,-10.337642,0.040579,-0.140751,0.076033,-1.767819
16.100000,99.291259,-11.307830,0.035577,-1.191339,-10.172186,-0.009088,-0.156054,0.059979,-1.706561
16.200000,99.174689,-12.325177,0.038532,-1.258231,-10.271154,0.003407,-0.155620,0.056619,-1.713302
16.300000,99.043724,-13.344735,0.030568,-1.369005,-10.216215,0.017521,-0.163244,0.045334,-1.679698
16.400000,98.886571,-14.362163,0.007311,-1.509053,-10.192845,0.077888,-0.169591,0.032959,-1.646603
16.500000,98.731729,-15.380692,0.019354,-1.590418,-10.086920,0.128929,-0.176832,0.024777,-1.620937
16.600000,98.565592,-16.406534,0.042953,-1.655785,-9.939104,0.014570,-0.185823,0.014512,-1.585243
16.700000,98.392241,-17.409006,0.062195,-1.718575,-9.944299,0.048180,-0.187599,0.008365,-1.577900
16.800000,98.241314,-18.385646,0.064307,-1.794033,-9.638538,0.230454,-0.201279,-0.005274,-1.518211
16.900000,98.038426,-19.377721,0.045881,-2.058771,-9.552108,0.054446,-0.207800,-0.022918,-1.463498
17.000000,97.824774,-20.357410,0.068115,-2.095287,-9.575535,-0.066386,-0.206431,-0.026454,-1.470354
17.100000,97.599829,-21.298179,0.098785,-2.161429,-9.364759,-0.003018,-0.213249,-0.035194,-1.441063
17.200000,97.348260,-22.202799,0.099838,-2.241048,-9.327464,-0.028799,-0.212953,-0.041841,-1.432528
17.300000,97.121934,-23.140585,0.113404,-2.438513,-9.266960,0.071307,-0.214301,-0.053849,-1.403157
17.400000,96.842864,-24.025276,0.139907,-2.602265,-9.171091,0.102590,-0.215900,-0.063858,-1.379526
17.500000,96.595635,-24.942110,0.141149,-2.612188,-9.079064,0.072320,-0.215586,-0.066644,-1.386377
17.600000,96.309239,-25.822442,0.122468,-2.611683,-8.838453,-0.066631,-0.220719,-0.069137,-1.386123
17.700000,96.013184,-26.722261,0.112801,-2.878618,-8.748471,-0.032535,-0.221383,-0.082462,-1.349819
17.800000,95.725626,-27.611918,0.144336,-2.983129,-8.761065,-0.034116,-0.217523,-0.087927,-1.350726
17.900000,95.420568,-28.465280,0.140271,-3.041957,-8.548415,-0.000776,-0.219893,-0.091967,-1.349234
18.000000,95.119455,-29.330733,0.138641,-3.125544,-8.366920,0.009737,-0.221311,-0.096759,-1.344482
18.100000,94.795028,-30.182497,0.132710,-3.221533,-8.400294,0.130996,-0.214689,-0.100361,-1.351127
18.200000,94.464017,-31.034423,0.138835,-3.336089,-8.198297,-0.079605,-0.218788,-0.105769,-1.344399
18.300000,94.112679,-31.867595,0.129787,-3.413017,-8.146074,0.054393,-0.214954,-0.108969,-1.352087
18.400000,93.775718,-32.657252,0.152331,-3.374706,-7.852422,0.142823,-0.217901,-0.107813,-1.374460
18.500000,93.391166,-33.452880,0.161774,-3.636142,-7.839297,-0.029471,-0.215322,-0.116019,-1.359796
18.600000,93.013350,-34.228642,0.167540,-3.719112,-7.670177,0.023302,-0.215280,-0.118862,-1.365905
18.700000,92.662589,-34.978095,0.171404,-3.812608,-7.346229,0.023517,-0.218842,-0.122436,-1.368494
18.800000,92.267902,-35.741514,0.214334,-4.000141,-7.307367,0.069390,-0.214432,-0.128348,-1.365557
18.900000,91.856829,-36.444966,0.215980,-3.964057,-7.058041,0.090208,-0.216206,-0.127682,-1.388045
19.000000,91.451900,-37.181902,0.219997,-4.171099,-7.087216,0.021837,-0.210636,-0.133187,-1.387184
19.100000,91.026048,-37.894792,0.190556,-4.402935,-6.849645,-0.114375,-0.212730,-0.138677,-1.385016
19.200000,90.586707,-38.553271,0.188606,-4.451545,-6.651757,0.042141,-0.211689,-0.140175,-1.401352
19.300000,90.127124,-39.198847,0.203182,-4.439138,-6.416542,0.086399,-0.212785,-0.140738,-1.423211
19.400000,89.653001,-39.833069,0.207183,-4.663117,-6.218919,0.011065,-0.213197,-0.145809,-1.425265
19.500000,89.177408,-40.448163,0.224603,-4.785265,-6.208660,-0.077387,-0.208490,-0.148966,-1.437005
19.600000,88.692767,-41.054079,0.208954,-4.830368,-5.987293,-0.025683,-0.208597,-0.150441,-1.455554
19.700000,88.224105,-41.644340,0.201415,-4.780142,-5.800760,0.061081,-0.207850,-0.149218,-1.485481
19.800000,87.730109,-42.206079,0.195114,-4.945402,-5.645479,-0.066416,-0.207647,-0.153754,-1.496480
19.900000,87.237013,-42.786589,0.212612,-5.062638,-5.440923,-0.032612,-0.207765,-0.156185,-1.515061
20.000000,86.748584,-43.322651,0.240958,-5.082121,-5.165658,-0.006789,-0.209397,-0.156895,-1.539475
20.100000,86.226730,-43.841143,0.268353,-5.150399,-5.024364,0.072626,-0.207512,-0.158934,-1.561350
20.200000,85.670492,-44.297797,0.280736,-5.377953,-4.718977,0.034534,-0.210394,-0.164338,-1.571400
20.300000,85.172763,-44.745737,0.303693,-5.477696,-4.612516,0.032326,-0.207708,-0.167225,-1.591834
20.400000,84.576841,-45.204609,0.317662,-5.594221,-4.460641,0.046143,-0.206326,-0.170524,-1.612320
20.500000,83.994169,-45.615019,0.287355,-5.740679,-4.278997,0.024098,-0.206045,-0.174941,-1.630894
20.600000,83.417470,-46.049978,0.249206,-5.682294,-4.111944,-0.073059,-0.205976,-0.174460,-1.663393
20.700000,82.841125,-46.445907,0.251212,-5.852222,-3.904663,-0.010897,-0.206449,-0.179324,-1.683205
20.800000,82.241368,-46.819928,0.239053,-5.949235,-3.599547,0.009007,-0.209564,-0.182025,-1.706620
20.900000,81.657570,-47.189009,0.238151,-6.010896,-3.495764,0.002947,-0.207131,-0.184746,-1.733527
21.000000,81.044499,-47.515642,0.228549,-6.102183,-3.184890,-0.017974,-0.210938,-0.187188,-1.758857
21.100000,80.410353,-47.827888,0.243583,-6.207719,-3.067841,-0.149695,-0.209860,-0.191071,-1.784866
21.200000,79.779921,-48.151878,0.226398,-6.297485,-2.810258,-0.121665,-0.212819,-0.194409,-1.809296
21.300000,79.125000,-48.438566,0.202992,-6.352310,-2.593612,-0.175719,-0.214541,-0.197188,-1.836789
21.400000,78.484002,-48.720516,0.207626,-6.439000,-2.463015,0.000044,-0.212908,-0.201410,-1.865292
21.500000,77.822610,-48.968182,0.216469,-6.408304,-2.169475,0.007850,-0.217188,-0.201693,-1.893983
21.600000,77.165005,-49.185248,0.212742,-6.581232,-1.991603,-0.007335,-0.218643,-0.208129,-1.919834
21.700000,76.470863,-49.384155,0.239608,-6.734877,-1.810846,0.109888,-0.218697,-0.213608,-1.945905
21.800000,75.803586,-49.534124,0.241326,-6.755888,-1.556696,0.034339,-0.222076,-0.216490,-1.971339
21.900000,75.113699,-49.679796,0.255400,-6.817651,-1.278932,0.042419,-0.225449,-0.220223,-1.995291
22.000000,74.430972,-49.808348,0.268674,-6.955211,-1.001294,0.035206,-0.229601,-0.225603,-2.017873
22.100000,73.687721,-49.912789,0.273516,-7.044697,-0.920091,0.006840,-0.228641,-0.231476,-2.048310
22.200000,72.975528,-50.010915,0.261511,-7.003993,-0.695167,0.095538,-0.231047,-0.233280,-2.074701
22.300000,72.268505,-50.102034,0.251501,-7.132380,-0.575532,-0.040159,-0.231881,-0.239962,-2.102943
22.400000,71.532950,-50.149867,0.240925,-7.335933,-0.226741,-0.081946,-0.239111,-0.247529,-2.121749
22.500000,70.813028,-50.134736,0.226361,-7.320153,-0.098260,-0.033267,-0.240082,-0.251790,-2.150048
22.600000,70.065886,-50.134810,0.240721,-7.330098,0.233035,0.027029,-0.246366,-0.254576,-2.167833
22.700000,69.308231,-50.087898,0.255905,-7.530987,0.438397,-0.064660,-0.250506,-0.263924,-2.191281
22.800000,68.572276,-50.032987,0.224467,-7.523408,0.555427,-0.108335,-0.251562,-0.268382,-2.218320
22.900000,67.791805,-49.957649,0.209760,-7.541188,0.746272,-0.144417,-0.254700,-0.273021,-2.240152
23.000000,67.032248,-49.849055,0.210100,-7.589308,0.949596,-0.063458,-0.258921,-0.279468,-2.262099
23.100000,66.279654,-49.739539,0.208156,-7.584339,1.253985,-0.061561,-0.265276,-0.283210,-2.274125
23.200000,65.477575,-49.591959,0.227169,-7.803608,1.519954,0.064985,-0.271619,-0.295618,-2.293872
23.300000,64.662034,-49.416928,0.222431,-7.870925,1.725972,0.050072,-0.276136,-0.302925,-2.312913
23.400000,63.840213,-49.237510,0.205787,-8.007457,2.006547,0.054301,-0.282763,-0.312501,-2.326495
23.500000,63.027412,-49.033058,0.218719,-8.031550,2.221857,-0.032582,-0.288040,-0.318769,-2.340433
23.600000,62.216402,-48.792131,0.218863,-8.039838,2.284524,-0.041024,-0.289728,-0.326901,-2.367063
23.700000,61.364244,-48.532522,0.208501,-8.163134,2.427525,-0.083631,-0.294160,-0.338048,-2.390489
23.800000,60.555960,-48.282322,0.213447,-8.178155,2.747310,0.065829,-0.301705,-0.345045,-2.396476
23.900000,59.711276,-48.008930,0.198311,-8.318143,2.911014,-0.036674,-0.306951,-0.356549,-2.416303
24.000000,58.885705,-47.710456,0.190821,-8.324136,3.164974,0.031423,-0.313983,-0.364546,-2.424695
24.100000,58.046181,-47.392024,0.185893,-8.337990,3.276717,0.066783,-0.318500,-0.374369,-2.445684
24.200000,57.175352,-47.065567,0.204209,-8.435070,3.626925,0.128140,-0.328551,-0.384288,-2.446330
24.300000,56.302869,-46.700466,0.194693,-8.372519,3.708873,0.045589,-0.332570,-0.391671,-2.463110
24.400000,55.457117,-46.317384,0.196657,-8.515270,4.065344,0.015479,-0.342194,-0.403011,-2.463535
24.500000,54.531748,-45.908763,0.190539,-8.674237,4.109934,0.064013,-0.347727,-0.420025,-2.495833
24.600000,53.641817,-45.451191,0.188466,-8.685068,4.320629,0.026723,-0.355408,-0.430298,-2.502336
24.700000,52.737692,-44.991857,0.167533,-8.724786,4.547059,-0.042651,-0.363004,-0.440782,-2.506726
24.800000,51.841185,-44.530326,0.163333,-8.751849,4.723822,-0.015716,-0.370523,-0.453416,-2.516868
24.900000,50.955898,-44.036283,0.206715,-8.674526,5.084834,0.081782,-0.379722,-0.461483,-2.500757
25.000000,50.013371,-43.524264,0.207852,-8.888136,5.113667,0.032781,-0.387285,-0.481475,-2.533490
25.100000,49.109062,-42.994648,0.197891,-8.859289,5.328624,0.007026,-0.394506,-0.492327,-2.533576
25.200000,48.199544,-42.412259,0.168352,-8.935667,5.443921,0.044010,-0.402047,-0.508844,-2.549827
25.300000,47.275363,-41.839081,0.184363,-9.085835,5.570316,0.024768,-0.410882,-0.526729,-2.566430
25.400000,46.340353,-41.256777,0.168887,-9.070867,5.851824,-0.015261,-0.418902,-0.538253,-2.557990
25.500000,45.389094,-40.639651,0.203210,-9.002151,6.067927,-0.077834,-0.426121,-0.549561,-2.552126
25.600000,44.452102,-40.022029,0.187857,-9.149788,6.168966,-0.100130,-0.435443,-0.568238,-2.568507
25.700000,43.506904,-39.393257,0.181286,-9.088769,6.340468,-0.167723,-0.442700,-0.580648,-2.567673
