timestamp,ax,ay,az,gx,gy,gz
0.760000,0.003473,-0.074322,9.722537,-0.003356,-0.001634,-0.015691
0.770000,0.009997,0.138792,9.897001,0.003881,-0.000124,-0.016380
0.780000,-0.475306,-0.578523,9.176996,-0.000491,0.010364,-0.004361
0.790000,-0.385827,0.402342,10.247271,0.003778,-0.010538,-0.007008
0.800000,-0.059054,-0.312272,9.405439,-0.009396,-0.000607,-0.015601
0.810000,-0.097842,-0.142123,10.364934,-0.005294,0.005710,-0.013115
0.820000,-0.553340,-0.038788,9.894758,0.005937,0.003321,-0.012792
0.830000,0.228299,-0.292223,9.973048,-0.003378,-0.009148,-0.006818
0.840000,0.331748,-0.818775,9.409935,-0.001913,0.000805,-0.013556
0.850000,-0.223429,0.148768,9.969355,-0.004119,-0.003299,-0.005844
0.860000,-0.448810,-0.612766,9.885054,0.003660,0.002982,-0.010959
0.870000,-0.194300,-0.414802,9.625777,0.003377,0.003212,-0.012494
0.880000,-0.058129,-0.757321,9.679764,0.003763,0.000978,-0.010343
0.890000,0.263949,0.351815,9.356144,0.012042,-0.006553,-0.022122
0.900000,-0.536240,-0.233587,9.902605,-0.008337,-0.004324,-0.009646
0.910000,-0.775200,-0.401584,9.946353,0.006452,0.002794,-0.018944
0.920000,0.172627,-0.266634,9.856111,-0.002897,-0.011483,-0.014295
0.930000,-0.608148,-0.563041,10.722859,0.013528,0.006571,-0.017111
0.940000,-0.319708,-0.300451,10.341849,0.006910,0.001291,-0.015475
0.950000,-0.176721,-0.384471,9.394339,0.002632,0.003568,-0.022594
0.960000,-0.416412,-0.396813,10.023006,0.007025,0.002862,-0.018410
0.970000,0.129717,-0.366104,9.688916,0.000083,-0.002512,-0.017580
0.980000,-0.485653,0.015775,9.513609,-0.006917,0.006577,-0.019590
0.990000,-0.566396,-0.129663,10.225652,0.004304,-0.001550,-0.020518
1.000000,-0.818204,-1.110119,9.878406,0.003358,-0.008149,-0.010760
1.010000,-0.122759,-0.679087,9.874667,-0.002491,-0.005801,-0.021718
1.020000,-0.768132,-0.853045,9.659851,0.012282,-0.003368,-0.010871
1.030000,-0.024571,-0.777361,10.040283,-0.000973,0.000674,-0.007386
1.040000,-0.827556,0.554197,10.307515,-0.000493,-0.004079,-0.016102
1.050000,-0.376440,-0.132947,9.741690,0.000080,0.006575,-0.016200
1.060000,-0.452017,0.017727,9.343243,0.001128,-0.007554,-0.025542
1.070000,-0.276581,-0.003197,9.881768,0.006052,0.008083,-0.014970
1.080000,-0.007838,-0.168412,9.747257,-0.002017,-0.001786,-0.010534
1.090000,-0.703939,-0.197889,10.091003,0.004850,0.002137,-0.016215
1.100000,-0.840174,0.042286,9.692446,0.006926,-0.003850,-0.012952
1.110000,-0.067908,-0.702225,9.793566,-0.000805,0.010892,-0.031796
1.120000,-0.137439,0.012721,9.422496,-0.004004,0.008770,-0.012537
1.130000,-0.543080,-0.270701,10.223628,0.006757,-0.000541,-0.011433
1.140000,-0.450742,-0.513148,10.373285,-0.003494,-0.005048,-0.022938
1.150000,-0.416269,-0.341515,10.519388,0.005222,0.005431,-0.017296
1.160000,0.007277,-0.462989,9.273564,0.001736,-0.001613,-0.014636
1.170000,-0.714642,-0.092409,10.280291,0.000377,-0.001138,-0.016160
1.180000,-0.948075,-0.356470,9.460413,0.002180,0.000663,-0.021513
1.190000,-0.381940,-0.702192,9.431256,0.012492,0.007775,-0.022812
1.200000,-0.712780,0.366604,10.125717,0.002088,0.009229,-0.016010
1.210000,-0.611574,-0.419859,9.864705,0.007431,-0.006755,-0.006616
1.220000,-0.656976,-0.437679,9.584221,0.000020,-0.005319,-0.016540
1.230000,-0.256236,-0.351791,9.630912,0.004958,0.010455,-0.018302
1.240000,-0.827022,0.089996,9.573268,0.001398,0.004567,-0.030581
1.250000,0.373914,0.063453,9.925345,-0.005421,0.009712,-0.017934
1.260000,-0.408906,0.174878,10.133041,-0.004471,-0.012358,-0.022727
1.270000,-0.515215,0.437627,9.634889,-0.004932,-0.003889,-0.028325
1.280000,-0.540070,-0.543536,10.351319,0.000956,-0.001173,-0.016967
1.290000,-0.413467,-0.146506,10.314191,-0.001262,0.001800,-0.022327
1.300000,-0.753878,-0.431698,9.998924,0.005158,0.000538,-0.022004
1.310000,-0.931426,-0.211086,9.982457,-0.002297,-0.006746,-0.018581
1.320000,0.275017,-0.213263,9.320298,-0.008154,0.015337,-0.010441
1.330000,-0.426100,-1.030345,9.566489,-0.002330,-0.001405,-0.030609
1.340000,-0.503836,-0.415415,9.867546,-0.003828,-0.004767,-0.021753
1.350000,-0.418049,-0.089391,9.840768,-0.002155,0.008825,-0.018060
1.360000,-0.159637,-0.324368,9.877208,-0.000891,0.002234,-0.023675
1.370000,0.024839,-0.717306,9.607246,-0.000343,-0.005141,-0.019554
1.380000,-0.186297,-0.397564,9.898888,-0.003054,0.003811,-0.019445
1.390000,-0.547898,-0.456572,9.565392,-0.008463,-0.002455,-0.026242
1.400000,-0.519877,-0.473116,9.724658,0.003786,-0.004019,-0.025851
1.410000,-0.177525,-0.565366,9.779433,0.003459,-0.002746,-0.017622
1.420000,-0.683833,-0.159784,10.033490,0.007493,0.000038,-0.019269
1.430000,-0.531719,-0.598685,10.049344,-0.001474,0.001654,-0.022406
1.440000,-0.624196,0.080602,9.495024,0.005711,0.003800,-0.022038
1.450000,-0.876267,-0.235941,10.346249,-0.000440,0.012078,-0.032273
1.460000,-0.654310,-0.533708,10.317956,0.003569,-0.001784,-0.015984
1.470000,-1.276790,-0.282033,9.356083,0.008505,-0.003369,-0.026681
1.480000,-0.934100,-0.047820,9.393972,0.010814,-0.002425,-0.022902
1.490000,0.049676,-0.126159,10.212403,0.000639,0.000790,-0.022384
1.500000,-0.729858,-0.268205,9.878829,0.000930,-0.002416,-0.027963
1.510000,-0.820965,-0.212098,9.536370,-0.004732,0.001259,-0.024437
1.520000,-0.040664,0.010697,9.369875,0.007326,0.002297,-0.026964
1.530000,-0.296576,-0.211340,10.422963,0.013067,0.006257,-0.023153
1.540000,-0.732563,-0.416510,9.763426,0.004251,0.007337,-0.027152
1.550000,-0.926742,-0.879071,10.146309,0.011818,0.007858,-0.026867
1.560000,-0.621932,-0.101486,9.981797,-0.003217,-0.000568,-0.032883
1.570000,-1.169063,-0.820241,9.718949,-0.001371,-0.002183,-0.024463
1.580000,-0.601088,-0.268519,9.945063,0.005369,0.003341,-0.010885
1.590000,-0.267874,0.356193,9.953666,0.002737,-0.000914,-0.028464
1.600000,-0.128070,0.067750,10.009935,-0.005386,-0.008244,-0.020555
1.610000,-0.244631,-0.459123,9.609214,0.000366,-0.001500,-0.031213
1.620000,-0.125722,0.111898,9.624279,-0.005625,0.004865,-0.021930
1.630000,-0.509439,-0.426912,9.801870,-0.000476,-0.008592,-0.019624
1.640000,-0.825877,-0.662550,9.784874,-0.001957,-0.010261,-0.031979
1.650000,-0.300815,0.219891,9.452024,0.003121,-0.006983,-0.035297
1.660000,-1.094182,-0.077856,10.278407,-0.001339,0.008456,-0.027055
1.670000,-0.553518,-0.597030,9.843273,0.006447,-0.006687,-0.024969
1.680000,-0.553239,-0.712996,9.565668,0.010858,-0.001566,-0.027968
1.690000,-0.129404,-0.402751,9.327711,0.003001,0.001639,-0.038937
1.700000,-0.837663,-0.298067,10.009998,-0.001292,-0.003469,-0.029204
1.710000,-0.864541,-0.392745,9.752118,0.000866,0.000403,-0.025123
1.720000,-0.373421,0.089843,9.532992,-0.007067,0.004155,-0.030747
1.730000,-0.760830,-0.638608,9.731989,0.002031,0.005616,-0.025796
1.740000,-0.665932,-0.229502,10.066970,-0.006345,-0.004996,-0.036163
1.750000,-0.753545,-0.060952,10.305912,0.006822,-0.010598,-0.024297
1.760000,0.023902,-0.131333,9.184631,0.001208,-0.001662,-0.027592
1.770000,-0.112898,-0.466638,10.316129,-0.004245,0.002612,-0.029750
1.780000,-0.620133,-0.824435,9.785004,0.006112,-0.011429,-0.025962
1.790000,-1.140927,-0.076933,9.856058,0.005897,0.004083,-0.031230
1.800000,-1.010265,-0.015890,9.800934,-0.001334,-0.002637,-0.028318
1.810000,-1.080722,-0.450228,10.224321,0.012735,-0.003202,-0.028255
1.820000,-0.376795,-0.678841,9.583214,-0.001308,0.005262,-0.036027
1.830000,-0.710182,0.281056,9.953917,0.001342,0.002396,-0.025412
1.840000,-0.807562,-0.809736,9.882953,-0.007091,0.001375,-0.026063
1.850000,-0.592649,-0.357197,10.097679,-0.003565,0.002433,-0.028204
1.860000,-0.749297,-0.828670,9.695856,0.000599,0.004966,-0.038366
1.870000,-0.855256,-0.811995,9.607986,0.001721,0.002294,-0.037954
1.880000,-0.462743,-0.901182,10.030094,-0.002089,0.008982,-0.023660
1.890000,-1.151448,-0.381103,10.191220,-0.001063,0.002906,-0.033769
1.900000,-0.914745,-0.240220,10.169211,-0.007436,-0.006766,-0.026791
1.910000,-0.179005,-0.906823,10.077204,-0.006758,0.007948,-0.028447
1.920000,-0.771224,-0.967186,9.380124,0.000939,0.000067,-0.028658
1.930000,-1.099715,-0.114977,10.038322,-0.007980,-0.002134,-0.039149
1.940000,-0.329625,-0.600934,9.823994,-0.003566,-0.001911,-0.029074
1.950000,-0.592824,-0.281540,9.483446,0.004820,-0.001683,-0.035584
1.960000,-0.583888,-0.415343,9.876628,-0.000454,-0.002539,-0.039587
1.970000,0.024750,-0.884706,9.614395,-0.006689,0.006050,-0.033809
1.980000,-0.660495,-0.550064,9.939590,-0.008970,0.005592,-0.046783
1.990000,-0.301390,0.133818,10.034197,0.001141,0.001365,-0.024400
2.000000,-0.936443,-0.396138,10.003435,-0.001171,-0.003219,-0.034177
2.010000,-0.885751,-0.375820,10.129344,0.003733,-0.000803,-0.040075
2.020000,-1.206909,-0.520648,9.902560,0.004629,-0.002795,-0.043303
2.030000,-1.026884,-0.190863,9.225320,0.007282,-0.003313,-0.038233
2.040000,-0.247670,-0.566427,9.381237,-0.005154,-0.001802,-0.039279
2.050000,-0.478369,-0.258043,10.286399,-0.001802,-0.006872,-0.032505
2.060000,-0.966305,-0.752305,9.977191,0.003353,0.003151,-0.038003
2.070000,-1.058322,-0.926235,10.233622,0.007635,-0.010220,-0.022548
2.080000,-0.875279,-0.895665,9.760198,0.002935,0.006338,-0.041220
2.090000,-1.070822,-1.009381,10.139886,0.003897,0.001581,-0.031079
2.100000,-0.797038,-0.682696,10.074835,-0.007714,-0.000525,-0.038615
2.110000,-1.156198,-0.406361,9.795003,0.003769,0.001825,-0.036042
2.120000,-0.669673,-0.607348,10.072679,0.000908,0.006059,-0.041827
2.130000,-0.983799,-0.449987,9.752914,-0.009809,0.004554,-0.037945
2.140000,-0.955397,-0.585265,10.157921,-0.011170,0.000429,-0.036323
2.150000,-0.604909,-0.748383,10.188360,0.000909,0.005720,-0.048727
2.160000,-1.020327,-0.611133,10.114552,-0.002418,0.003048,-0.038978
2.170000,-0.773897,-0.578461,10.002293,0.000413,-0.002043,-0.034697
2.180000,-0.809680,-0.893020,9.818967,0.001205,0.003647,-0.043711
2.190000,-1.095725,-0.824229,9.890510,0.002821,0.003801,-0.049202
2.200000,-1.128898,-0.688815,9.924512,0.000771,0.009715,-0.044828
2.210000,-0.847859,-0.492370,9.314751,0.006677,-0.003201,-0.037408
2.220000,-0.981958,-0.501325,9.825985,-0.001121,-0.005201,-0.031801
2.230000,-0.643777,-0.387941,10.260574,-0.001478,0.000313,-0.043686
2.240000,-0.861655,-0.283293,9.891874,0.003983,0.003348,-0.041395
2.250000,-1.172978,-0.517662,9.770771,0.004051,-0.006968,-0.034443
2.260000,-0.587030,-0.418615,10.293358,0.004433,-0.011566,-0.034063
2.270000,-0.534586,-0.502649,9.925800,0.001415,0.003369,-0.034652
2.280000,-0.631216,-0.456429,9.899454,-0.000438,-0.005208,-0.034425
2.290000,-1.830309,-0.739074,9.722685,0.004095,-0.002470,-0.042754
2.300000,-1.261525,-1.102638,9.838714,-0.001688,0.001017,-0.037240
2.310000,-0.508888,-0.904579,9.945765,-0.003967,0.004838,-0.036887
2.320000,-0.810332,-0.217533,9.558646,-0.003388,0.003412,-0.044260
2.330000,-0.929041,-0.426825,10.039475,0.000144,-0.005036,-0.036282
2.340000,-0.704711,-0.939264,9.431685,0.005250,0.003879,-0.040003
2.350000,-0.849463,-0.463861,9.573401,0.001243,0.007935,-0.033633
2.360000,-0.719365,-0.560824,9.706574,-0.002457,-0.011618,-0.055793
2.370000,-0.692670,-0.575733,9.929592,-0.002997,-0.002934,-0.041734
2.380000,-0.936842,-0.925074,9.813877,-0.003770,-0.005268,-0.048010
2.390000,-0.613958,-0.771977,10.044226,-0.008683,0.000370,-0.043732
2.400000,-0.822391,-0.777249,9.245634,0.006356,-0.004141,-0.043861
2.410000,-0.629253,-0.499394,9.619019,-0.000185,-0.003286,-0.048650
2.420000,-0.775501,-0.675257,9.583065,0.003350,0.009074,-0.038492
2.430000,-0.920118,-0.566686,10.258797,-0.010421,-0.007189,-0.041018
2.440000,-0.945095,-0.296037,9.951277,-0.000004,-0.001208,-0.044616
2.450000,-1.142538,-0.896557,10.130915,0.006596,-0.002011,-0.043107
2.460000,-0.858844,-0.652961,9.825919,0.005212,-0.002314,-0.036536
2.470000,-0.446566,-0.541783,9.578804,0.002373,-0.002987,-0.048118
2.480000,-0.861162,-0.460087,9.940170,-0.003439,0.000074,-0.051317
2.490000,-0.413773,-0.275003,9.691051,-0.003609,-0.004517,-0.055779
2.500000,-1.137388,-0.718616,9.422779,0.007353,-0.004037,-0.050073
2.510000,-0.975406,-0.053739,9.280883,-0.004620,0.001400,-0.051177
2.520000,-0.663082,-0.743923,9.838197,-0.001132,-0.000052,-0.039032
2.530000,-1.287879,-0.830219,10.113287,-0.002973,-0.004797,-0.040329
2.540000,-0.908819,-0.576738,9.940257,0.002949,-0.004362,-0.048782
2.550000,-1.094119,-0.582322,9.807511,0.003793,-0.006794,-0.051547
2.560000,-0.829393,-0.453365,9.497106,0.001671,0.000064,-0.054852
2.570000,-1.167498,-0.855187,10.322314,0.001808,0.000746,-0.044856
2.580000,-0.784481,-1.042525,10.413163,0.004979,0.002593,-0.049580
2.590000,-1.408692,-0.776292,9.627362,0.004332,0.001848,-0.052461
2.600000,-0.992218,-0.861948,9.729206,-0.001972,-0.001462,-0.050177
2.610000,-0.798239,-0.858061,9.433698,0.008220,-0.001691,-0.052963
2.620000,-0.960482,-0.265538,9.815187,0.002941,-0.003982,-0.043912
2.630000,-1.025155,-0.680072,9.876295,0.003476,0.009709,-0.043652
2.640000,-0.277501,-0.534805,9.388493,-0.007501,0.002142,-0.044872
2.650000,-1.019097,-0.893790,9.874625,-0.003430,-0.006491,-0.055201
2.660000,-0.571933,-0.665372,9.662567,0.005262,-0.003923,-0.039769
2.670000,-1.454228,-0.944916,9.615358,0.005297,0.008109,-0.049731
2.680000,-1.103649,-0.696848,9.674626,0.000621,0.003878,-0.051490
2.690000,-0.880396,-0.812553,9.723475,-0.003424,-0.000888,-0.046613
2.700000,-0.781784,-0.350654,9.586553,0.004637,-0.003871,-0.051063
2.710000,-0.842181,-0.768798,9.352159,-0.007750,-0.007575,-0.063230
2.720000,-1.130612,-0.032473,9.443616,0.005813,0.011319,-0.049016
2.730000,-1.754281,-0.811613,9.291723,0.002444,-0.007754,-0.052330
2.740000,-1.120404,-0.755903,10.078797,0.005249,-0.003376,-0.045797
2.750000,-1.145427,-0.854805,9.850788,0.001432,-0.001968,-0.050665
2.760000,-0.746444,-0.752928,9.719129,0.003896,0.001241,-0.057383
2.770000,-1.313923,-1.088927,10.138767,0.005177,0.002939,-0.049619
2.780000,-1.092950,-0.559449,10.152912,-0.002351,0.000837,-0.046301
2.790000,-0.805122,-0.796460,10.087365,0.011995,0.005172,-0.056268
2.800000,-0.451173,-1.057167,10.072696,0.001278,0.012234,-0.053958
2.810000,-0.897160,-0.500853,9.771242,-0.000587,-0.003351,-0.049606
2.820000,-0.590966,-0.785299,9.779423,-0.000480,0.004918,-0.052540
2.830000,-1.188958,-0.667062,10.145358,-0.003025,-0.003309,-0.059836
2.840000,-0.340339,-1.162053,9.722293,-0.000362,-0.000875,-0.050557
2.850000,-0.930875,-1.131289,9.843278,-0.010959,-0.002521,-0.053043
2.860000,-0.935137,-1.388724,10.212092,-0.003328,0.000542,-0.053404
2.870000,-1.155824,-0.675117,10.177433,0.006983,-0.005191,-0.053480
2.880000,-1.343670,-0.730109,9.795714,0.000257,0.003182,-0.062477
2.890000,-1.059329,-0.774318,9.476401,-0.003499,-0.000269,-0.054947
2.900000,-1.436152,-1.200833,9.042864,0.001072,0.000281,-0.053935
2.910000,-1.384103,-0.570678,9.682768,-0.002890,0.004811,-0.057535
2.920000,-1.278789,-0.603311,10.439988,0.004175,-0.003044,-0.061660
2.930000,-0.998025,-0.675787,9.722627,0.001831,0.002655,-0.058976
2.940000,-1.297108,-0.457660,10.149604,0.009594,-0.001936,-0.055537
2.950000,-1.219629,-0.621473,9.911426,0.000577,0.000790,-0.061315
2.960000,-1.538729,-0.438703,9.666366,0.002634,0.007645,-0.055667
2.970000,-1.049696,-0.941167,9.818793,-0.000974,-0.005047,-0.056587
2.980000,-1.053409,-0.294400,9.804920,0.014368,0.004284,-0.046577
2.990000,-1.617958,-0.856163,10.032320,-0.004787,0.002182,-0.055713
3.000000,-1.703294,-1.306107,10.285256,0.000467,0.006452,-0.062624
3.010000,-0.537603,-0.430856,9.569600,-0.002972,0.006735,-0.057063
3.020000,-0.686204,-1.229770,9.884175,-0.002096,0.001066,-0.050331
3.030000,-1.008186,-0.512110,9.491773,-0.002481,0.010047,-0.054367
3.040000,-0.536986,-0.601817,9.947184,0.000318,-0.008589,-0.056316
3.050000,-0.819397,-1.136705,10.020888,-0.002778,-0.001896,-0.053678
3.060000,-1.296706,-0.950228,10.175089,-0.006387,0.000789,-0.051674
3.070000,-0.978808,-0.632338,9.575184,-0.001393,-0.001184,-0.053896
3.080000,-0.999720,-0.427752,9.957591,-0.006825,-0.001586,-0.065033
3.090000,-0.402587,-1.119468,9.880318,-0.004081,0.000632,-0.057739
3.100000,-1.407837,-0.917363,9.540712,-0.003351,-0.001569,-0.057342
3.110000,-0.792856,-1.444907,9.701284,-0.002078,0.000425,-0.065676
3.120000,-1.014018,-0.507686,9.266132,0.001924,0.001802,-0.056990
3.130000,-1.435717,-0.690005,10.101044,0.001554,-0.002572,-0.063992
3.140000,-1.132221,-0.771404,9.632518,0.002989,0.000289,-0.062146
3.150000,-1.202460,-0.835098,9.538999,-0.007705,0.004415,-0.063034
3.160000,-1.385858,-0.855306,10.211210,0.002100,-0.007130,-0.053654
3.170000,-0.900389,-0.559507,9.732391,-0.002108,0.003688,-0.055500
3.180000,-0.897829,-0.615688,9.800468,0.001691,-0.002200,-0.049972
3.190000,-1.225087,-0.544623,9.985159,-0.003962,0.000649,-0.055183
3.200000,-1.008001,-1.038528,9.917519,0.003516,0.003565,-0.067153
3.210000,-1.155076,-1.110625,9.614227,0.006977,-0.004316,-0.062454
3.220000,-1.560133,-1.259745,9.751714,-0.005031,-0.006901,-0.067643
3.230000,-1.491643,-0.569779,10.405700,0.004656,0.008912,-0.059755
3.240000,-0.799586,-0.819977,9.985959,0.002856,0.005266,-0.068637
3.250000,-0.527378,-0.768507,9.874979,-0.002331,-0.003600,-0.052207
3.260000,-1.061241,-0.997767,9.875486,0.001939,-0.008469,-0.058064
3.270000,-1.107941,-0.426677,9.927630,0.007744,0.002812,-0.069136
3.280000,-0.868240,-0.795064,9.691878,0.005517,-0.000197,-0.062895
3.290000,-0.861217,-0.500475,9.560356,-0.004159,-0.004027,-0.065057
3.300000,-0.788807,-0.542078,9.828553,-0.007445,-0.004097,-0.069147
3.310000,-0.893769,-0.930151,9.435780,0.007261,0.004936,-0.065027
3.320000,-0.842073,-0.895363,9.578393,0.001051,0.000425,-0.058138
3.330000,-1.009819,-0.798998,9.584301,-0.004494,-0.013453,-0.066752
3.340000,-1.123840,-0.700559,9.764738,-0.003112,0.006085,-0.070977
3.350000,-1.582319,-0.575466,9.734666,0.008916,-0.004145,-0.061842
3.360000,-1.210353,-1.357004,9.998695,0.006689,0.001248,-0.070116
3.370000,-1.015352,-0.486061,9.899962,0.007348,-0.000198,-0.074276
3.380000,-1.325230,-0.670780,9.662816,0.018479,-0.007817,-0.056666
3.390000,-1.582455,-0.927236,9.628317,-0.000537,0.003414,-0.075439
3.400000,-1.699923,-0.421673,9.588808,-0.004427,0.003042,-0.060115
3.410000,-0.926408,-1.333198,9.894094,-0.001636,-0.004800,-0.073976
3.420000,-1.281665,-0.884542,9.415667,0.004386,-0.002327,-0.073636
3.430000,-0.739480,-0.643484,10.053375,0.000554,0.004793,-0.071816
3.440000,-2.034882,-0.541840,9.779841,0.009346,0.011672,-0.072959
3.450000,-0.959924,-0.509004,9.576716,0.001670,-0.003411,-0.072946
3.460000,-1.170560,-0.987966,9.651861,0.005060,0.006189,-0.062890
3.470000,-1.454209,-0.668688,9.900898,-0.001405,-0.003353,-0.066931
3.480000,-1.351801,-1.040538,9.416981,0.002269,0.007345,-0.072669
3.490000,-1.308413,-0.481356,9.678634,-0.004191,-0.009242,-0.070536
3.500000,-1.268896,-0.243333,9.972610,-0.003622,0.001151,-0.064219
3.510000,-1.217673,-1.042782,9.716511,0.002559,-0.002589,-0.067094
3.520000,-1.286533,-1.077149,9.547380,0.002559,-0.002744,-0.075655
3.530000,-1.042147,-1.506256,9.977952,0.010381,0.005957,-0.089346
3.540000,-0.942383,-1.011095,9.906816,0.006377,0.001316,-0.072058
3.550000,-1.279860,-0.383230,9.832979,-0.003494,0.010949,-0.063385
3.560000,-1.718646,-1.147303,9.518915,0.001936,0.000650,-0.068059
3.570000,-1.201845,-0.663477,9.661719,0.008468,-0.004410,-0.073624
3.580000,-1.061778,-1.011587,9.426355,-0.000962,-0.002613,-0.074220
3.590000,-0.987216,-1.069490,9.445962,-0.000199,-0.001061,-0.070742
