timestamp,px,py,pz,vx,vy,vz,roll,pitch,yaw
0.310000,3.245742,3.244032,0.000000,10.466458,10.449911,0.000000,0.000000,0.000000,0.784607
0.320000,3.350405,3.348524,0.000000,10.466096,10.448465,0.000000,0.000000,0.000000,0.784555
0.330000,3.455064,3.453001,0.000000,10.465723,10.446974,0.000000,0.000000,0.000000,0.784502
0.340000,3.559719,3.557463,0.000000,10.465339,10.445436,0.000000,0.000000,0.000000,0.784446
0.350000,3.664371,3.661910,0.000000,10.464942,10.443853,0.000000,0.000000,0.000000,0.784390
0.360000,3.769018,3.766340,0.000000,10.464535,10.442224,0.000000,0.000000,0.000000,0.784331
0.370000,3.873662,3.870754,0.000000,10.464116,10.440549,0.000000,0.000000,0.000000,0.784271
0.380000,3.978301,3.975151,0.000000,10.463685,10.438828,0.000000,0.000000,0.000000,0.784209
0.390000,4.082935,4.079531,0.000000,10.463243,10.437061,0.000000,0.000000,0.000000,0.784145
0.400000,4.187565,4.183892,0.000000,10.462790,10.435249,0.000000,0.000000,0.000000,0.784080
0.410000,4.292191,4.288235,0.000000,10.462325,10.433391,0.000000,0.000000,0.000000,0.784013
0.420000,4.396812,4.392560,0.000000,10.461848,10.431487,0.000000,0.000000,0.000000,0.783945
0.430000,4.501428,4.496865,0.000000,10.461361,10.429537,0.000000,0.000000,0.000000,0.783875
0.440000,4.606039,4.601150,0.000000,10.460861,10.427542,0.000000,0.000000,0.000000,0.783803
0.450000,4.710645,4.705416,0.000000,10.460350,10.425501,0.000000,0.000000,0.000000,0.783730
0.460000,4.815246,4.809660,0.000000,10.459828,10.423414,0.000000,0.000000,0.000000,0.783654
0.470000,4.919842,4.913884,0.000000,10.459294,10.421281,0.000000,0.000000,0.000000,0.783578
0.480000,5.024432,5.018086,0.000000,10.458749,10.419103,0.000000,0.000000,0.000000,0.783499
0.490000,5.129017,5.122266,0.000000,10.458192,10.416879,0.000000,0.000000,0.000000,0.783419
0.500000,5.233596,5.226423,0.000000,10.457624,10.414609,0.000000,0.000000,0.000000,0.783337
0.510000,5.338169,5.330558,0.000000,10.457044,10.412294,0.000000,0.000000,0.000000,0.783254
0.520000,5.442736,5.434669,0.000000,10.456453,10.409932,0.000000,0.000000,0.000000,0.783169
0.530000,5.547298,5.538756,0.000000,10.455851,10.407526,0.000000,0.000000,0.000000,0.783082
0.540000,5.651853,5.642819,0.000000,10.455237,10.405073,0.000000,0.000000,0.000000,0.782993
0.550000,5.756403,5.746858,0.000000,10.454611,10.402575,0.000000,0.000000,0.000000,0.782903
0.560000,5.860946,5.850871,0.000000,10.453974,10.400032,0.000000,0.000000,0.000000,0.782811
0.570000,5.965482,5.954858,0.000000,10.453326,10.397442,0.000000,0.000000,0.000000,0.782718
0.580000,6.070012,6.058819,0.000000,10.452666,10.394807,0.000000,0.000000,0.000000,0.782623
0.590000,6.174535,6.162754,0.000000,10.451994,10.392127,0.000000,0.000000,0.000000,0.782526
0.600000,6.279052,6.266662,0.000000,10.451311,10.389401,0.000000,0.000000,0.000000,0.782428
0.610000,6.383562,6.370542,0.000000,10.450617,10.386629,0.000000,0.000000,0.000000,0.782327
0.620000,6.488064,6.474394,0.000000,10.449911,10.383812,0.000000,0.000000,0.000000,0.782225
0.630000,6.592560,6.578218,0.000000,10.449194,10.380949,0.000000,0.000000,0.000000,0.782122
0.640000,6.697048,6.682013,0.000000,10.448465,10.378041,0.000000,0.000000,0.000000,0.782017
0.650000,6.801529,6.785779,0.000000,10.447725,10.375087,0.000000,0.000000,0.000000,0.781910
0.660000,6.906003,6.889515,0.000000,10.446974,10.372088,0.000000,0.000000,0.000000,0.781801
0.670000,7.010469,6.993220,0.000000,10.446211,10.369043,0.000000,0.000000,0.000000,0.781691
0.680000,7.114927,7.096895,0.000000,10.445436,10.365953,0.000000,0.000000,0.000000,0.781579
0.690000,7.219377,7.200539,0.000000,10.444650,10.362817,0.000000,0.000000,0.000000,0.781465
0.700000,7.323820,7.304151,0.000000,10.443853,10.359636,0.000000,0.000000,0.000000,0.781350
0.710000,7.428254,7.407732,0.000000,10.443044,10.356409,0.000000,0.000000,0.000000,0.781233
0.720000,7.532681,7.511279,0.000000,10.442224,10.353137,0.000000,0.000000,0.000000,0.781114
0.730000,7.637099,7.614794,0.000000,10.441392,10.349819,0.000000,0.000000,0.000000,0.780994
0.740000,7.741508,7.718276,0.000000,10.440549,10.346456,0.000000,0.000000,0.000000,0.780872
0.750000,7.845910,7.821723,0.000000,10.439694,10.343048,0.000000,0.000000,0.000000,0.780748
0.760000,7.950302,7.925137,0.000000,10.438828,10.339594,0.000000,0.000000,0.000000,0.780622
0.770000,8.054686,8.028515,0.000000,10.437950,10.336095,0.000000,0.000000,0.000000,0.780495
0.780000,8.159061,8.131858,0.000000,10.437061,10.332551,0.000000,0.000000,0.000000,0.780366
0.790000,8.263427,8.235166,0.000000,10.436161,10.328961,0.000000,0.000000,0.000000,0.780236
0.800000,8.367784,8.338437,0.000000,10.435249,10.325326,0.000000,0.000000,0.000000,0.780103
0.810000,8.472132,8.441672,0.000000,10.434325,10.321646,0.000000,0.000000,0.000000,0.779969
0.820000,8.576471,8.544870,0.000000,10.433391,10.317920,0.000000,0.000000,0.000000,0.779834
0.830000,8.680800,8.648030,0.000000,10.432444,10.314150,0.000000,0.000000,0.000000,0.779696
0.840000,8.785120,8.751153,0.000000,10.431487,10.310334,0.000000,0.000000,0.000000,0.779557
0.850000,8.889430,8.854237,0.000000,10.430518,10.306472,0.000000,0.000000,0.000000,0.779416
0.860000,8.993730,8.957282,0.000000,10.429537,10.302566,0.000000,0.000000,0.000000,0.779274
0.870000,9.098020,9.060288,0.000000,10.428545,10.298614,0.000000,0.000000,0.000000,0.779130
0.880000,9.202301,9.163254,0.000000,10.427542,10.294617,0.000000,0.000000,0.000000,0.778984
0.890000,9.306571,9.266180,0.000000,10.426527,10.290575,0.000000,0.000000,0.000000,0.778836
0.900000,9.410831,9.369066,0.000000,10.425501,10.286488,0.000000,0.000000,0.000000,0.778687
0.910000,9.515081,9.471910,0.000000,10.424463,10.282356,0.000000,0.000000,0.000000,0.778535
0.920000,9.619321,9.574713,0.000000,10.423414,10.278178,0.000000,0.000000,0.000000,0.778383
0.930000,9.723549,9.677473,0.000000,10.422353,10.273956,0.000000,0.000000,0.000000,0.778228
0.940000,9.827768,9.780192,0.000000,10.421281,10.269688,0.000000,0.000000,0.000000,0.778072
0.950000,9.931975,9.882867,0.000000,10.420198,10.265376,0.000000,0.000000,0.000000,0.777914
0.960000,10.036171,9.985499,0.000000,10.419103,10.261018,0.000000,0.000000,0.000000,0.777754
0.970000,10.140357,10.088087,0.000000,10.417996,10.256615,0.000000,0.000000,0.000000,0.777593
0.980000,10.244531,10.190631,0.000000,10.416879,10.252168,0.000000,0.000000,0.000000,0.777429
0.990000,10.348695,10.293130,0.000000,10.415750,10.247675,0.000000,0.000000,0.000000,0.777264
1.000000,10.452846,10.395585,0.000000,10.414609,10.243138,0.000000,0.000000,0.000000,0.777098
1.010000,10.556987,10.497993,0.000000,10.413457,10.238555,0.000000,0.000000,0.000000,0.776929
1.020000,10.661115,10.600355,0.000000,10.412294,10.233928,0.000000,0.000000,0.000000,0.776759
1.030000,10.765232,10.702671,0.000000,10.411119,10.229256,0.000000,0.000000,0.000000,0.776587
1.040000,10.869338,10.804940,0.000000,10.409932,10.224538,0.000000,0.000000,0.000000,0.776414
1.050000,10.973431,10.907162,0.000000,10.408735,10.219776,0.000000,0.000000,0.000000,0.776238
1.060000,11.077512,11.009336,0.000000,10.407526,10.214970,0.000000,0.000000,0.000000,0.776061
1.070000,11.181582,11.111461,0.000000,10.406305,10.210118,0.000000,0.000000,0.000000,0.775882
1.080000,11.285638,11.213538,0.000000,10.405073,10.205222,0.000000,0.000000,0.000000,0.775702
1.090000,11.389683,11.315566,0.000000,10.403830,10.200280,0.000000,0.000000,0.000000,0.775519
1.100000,11.493715,11.417544,0.000000,10.402575,10.195294,0.000000,0.000000,0.000000,0.775335
1.110000,11.597734,11.519471,0.000000,10.401309,10.190264,0.000000,0.000000,0.000000,0.775149
1.120000,11.701741,11.621349,0.000000,10.400032,10.185188,0.000000,0.000000,0.000000,0.774962
1.130000,11.805735,11.723175,0.000000,10.398743,10.180068,0.000000,0.000000,0.000000,0.774772
1.140000,11.909716,11.824950,0.000000,10.397442,10.174904,0.000000,0.000000,0.000000,0.774581
1.150000,12.013684,11.926673,0.000000,10.396131,10.169694,0.000000,0.000000,0.000000,0.774388
1.160000,12.117639,12.028344,0.000000,10.394807,10.164440,0.000000,0.000000,0.000000,0.774194
1.170000,12.221580,12.129962,0.000000,10.393473,10.159142,0.000000,0.000000,0.000000,0.773997
1.180000,12.325508,12.231526,0.000000,10.392127,10.153799,0.000000,0.000000,0.000000,0.773799
1.190000,12.429422,12.333037,0.000000,10.390770,10.148411,0.000000,0.000000,0.000000,0.773599
1.200000,12.533323,12.434494,0.000000,10.389401,10.142979,0.000000,0.000000,0.000000,0.773397
1.210000,12.637210,12.535897,0.000000,10.388021,10.137503,0.000000,0.000000,0.000000,0.773194
1.220000,12.741084,12.637244,0.000000,10.386629,10.131981,0.000000,0.000000,0.000000,0.772988
1.230000,12.844943,12.738536,0.000000,10.385226,10.126416,0.000000,0.000000,0.000000,0.772781
1.240000,12.948788,12.839772,0.000000,10.383812,10.120806,0.000000,0.000000,0.000000,0.772572
1.250000,13.052619,12.940952,0.000000,10.382386,10.115152,0.000000,0.000000,0.000000,0.772361
1.260000,13.156436,13.042075,0.000000,10.380949,10.109453,0.000000,0.000000,0.000000,0.772149
1.270000,13.260238,13.143141,0.000000,10.379501,10.103710,0.000000,0.000000,0.000000,0.771935
1.280000,13.364026,13.244149,0.000000,10.378041,10.097922,0.000000,0.000000,0.000000,0.771719
1.290000,13.467799,13.345099,0.000000,10.376570,10.092091,0.000000,0.000000,0.000000,0.771501
1.300000,13.571557,13.445991,0.000000,10.375087,10.086215,0.000000,0.000000,0.000000,0.771281
1.310000,13.675301,13.546824,0.000000,10.373593,10.080295,0.000000,0.000000,0.000000,0.771060
1.320000,13.779029,13.647597,0.000000,10.372088,10.074330,0.000000,0.000000,0.000000,0.770836
1.330000,13.882742,13.748310,0.000000,10.370571,10.068322,0.000000,0.000000,0.000000,0.770611
1.340000,13.986440,13.848963,0.000000,10.369043,10.062269,0.000000,0.000000,0.000000,0.770384
1.350000,14.090123,13.949555,0.000000,10.367503,10.056172,0.000000,0.000000,0.000000,0.770156
1.360000,14.193790,14.050086,0.000000,10.365953,10.050031,0.000000,0.000000,0.000000,0.769925
1.370000,14.297442,14.150556,0.000000,10.364390,10.043846,0.000000,0.000000,0.000000,0.769693
1.380000,14.401078,14.250963,0.000000,10.362817,10.037617,0.000000,0.000000,0.000000,0.769459
1.390000,14.504699,14.351308,0.000000,10.361232,10.031344,0.000000,0.000000,0.000000,0.769223
1.400000,14.608303,14.451590,0.000000,10.359636,10.025026,0.000000,0.000000,0.000000,0.768985
1.410000,14.711891,14.551808,0.000000,10.358028,10.018665,0.000000,0.000000,0.000000,0.768745
1.420000,14.815463,14.651963,0.000000,10.356409,10.012260,0.000000,0.000000,0.000000,0.768504
1.430000,14.919019,14.752053,0.000000,10.354779,10.005811,0.000000,0.000000,0.000000,0.768260
1.440000,15.022559,14.852079,0.000000,10.353137,9.999318,0.000000,0.000000,0.000000,0.768015
1.450000,15.126082,14.952040,0.000000,10.351484,9.992781,0.000000,0.000000,0.000000,0.767768
1.460000,15.229589,15.051935,0.000000,10.349819,9.986201,0.000000,0.000000,0.000000,0.767520
1.470000,15.333078,15.151763,0.000000,10.348144,9.979576,0.000000,0.000000,0.000000,0.767269
1.480000,15.436551,15.251526,0.000000,10.346456,9.972908,0.000000,0.000000,0.000000,0.767016
1.490000,15.540007,15.351221,0.000000,10.344758,9.966196,0.000000,0.000000,0.000000,0.766762
1.500000,15.643447,15.450850,0.000000,10.343048,9.959441,0.000000,0.000000,0.000000,0.766506
1.510000,15.746868,15.550410,0.000000,10.341327,9.952641,0.000000,0.000000,0.000000,0.766248
1.520000,15.850273,15.649902,0.000000,10.339594,9.945798,0.000000,0.000000,0.000000,0.765988
1.530000,15.953660,15.749326,0.000000,10.337851,9.938912,0.000000,0.000000,0.000000,0.765726
1.540000,16.057030,15.848680,0.000000,10.336095,9.931981,0.000000,0.000000,0.000000,0.765462
1.550000,16.160382,15.947965,0.000000,10.334329,9.925008,0.000000,0.000000,0.000000,0.765197
1.560000,16.263717,16.047180,0.000000,10.332551,9.917990,0.000000,0.000000,0.000000,0.764929
1.570000,16.367033,16.146325,0.000000,10.330762,9.910929,0.000000,0.000000,0.000000,0.764660
1.580000,16.470332,16.245399,0.000000,10.328961,9.903825,0.000000,0.000000,0.000000,0.764389
1.590000,16.573612,16.344401,0.000000,10.327150,9.896677,0.000000,0.000000,0.000000,0.764116
1.600000,16.676875,16.443332,0.000000,10.325326,9.889486,0.000000,0.000000,0.000000,0.763841
1.610000,16.780119,16.542191,0.000000,10.323492,9.882252,0.000000,0.000000,0.000000,0.763564
1.620000,16.883344,16.640977,0.000000,10.321646,9.874974,0.000000,0.000000,0.000000,0.763286
1.630000,16.986552,16.739690,0.000000,10.319789,9.867653,0.000000,0.000000,0.000000,0.763005
1.640000,17.089740,16.838330,0.000000,10.317920,9.860288,0.000000,0.000000,0.000000,0.762723
1.650000,17.192910,16.936896,0.000000,10.316041,9.852880,0.000000,0.000000,0.000000,0.762438
1.660000,17.296061,17.035388,0.000000,10.314150,9.845429,0.000000,0.000000,0.000000,0.762152
1.670000,17.399193,17.133804,0.000000,10.312247,9.837935,0.000000,0.000000,0.000000,0.761864
1.680000,17.502306,17.232146,0.000000,10.310334,9.830398,0.000000,0.000000,0.000000,0.761574
1.690000,17.605400,17.330412,0.000000,10.308409,9.822818,0.000000,0.000000,0.000000,0.761282
1.700000,17.708474,17.428602,0.000000,10.306472,9.815194,0.000000,0.000000,0.000000,0.760988
1.710000,17.811529,17.526716,0.000000,10.304525,9.807527,0.000000,0.000000,0.000000,0.760692
1.720000,17.914564,17.624753,0.000000,10.302566,9.799818,0.000000,0.000000,0.000000,0.760394
1.730000,18.017580,17.722712,0.000000,10.300596,9.792065,0.000000,0.000000,0.000000,0.760094
1.740000,18.120576,17.820594,0.000000,10.298614,9.784270,0.000000,0.000000,0.000000,0.759793
1.750000,18.223553,17.918397,0.000000,10.296621,9.776431,0.000000,0.000000,0.000000,0.759489
1.760000,18.326509,18.016122,0.000000,10.294617,9.768550,0.000000,0.000000,0.000000,0.759184
1.770000,18.429445,18.113768,0.000000,10.292602,9.760626,0.000000,0.000000,0.000000,0.758876
1.780000,18.532361,18.211335,0.000000,10.290575,9.752659,0.000000,0.000000,0.000000,0.758567
1.790000,18.635256,18.308821,0.000000,10.288537,9.744649,0.000000,0.000000,0.000000,0.758255
1.800000,18.738131,18.406228,0.000000,10.286488,9.736597,0.000000,0.000000,0.000000,0.757942
1.810000,18.840986,18.503553,0.000000,10.284428,9.728501,0.000000,0.000000,0.000000,0.757627
1.820000,18.943820,18.600798,0.000000,10.282356,9.720363,0.000000,0.000000,0.000000,0.757310
1.830000,19.046633,18.697960,0.000000,10.280273,9.712183,0.000000,0.000000,0.000000,0.756991
1.840000,19.149425,18.795041,0.000000,10.278178,9.703960,0.000000,0.000000,0.000000,0.756669
1.850000,19.252197,18.892039,0.000000,10.276073,9.695694,0.000000,0.000000,0.000000,0.756346
1.860000,19.354947,18.988955,0.000000,10.273956,9.687386,0.000000,0.000000,0.000000,0.756021
1.870000,19.457676,19.085787,0.000000,10.271828,9.679035,0.000000,0.000000,0.000000,0.755694
1.880000,19.560383,19.182535,0.000000,10.269688,9.670642,0.000000,0.000000,0.000000,0.755365
1.890000,19.663069,19.279200,0.000000,10.267538,9.662206,0.000000,0.000000,0.000000,0.755034
1.900000,19.765734,19.375779,0.000000,10.265376,9.653728,0.000000,0.000000,0.000000,0.754701
1.910000,19.868377,19.472274,0.000000,10.263203,9.645208,0.000000,0.000000,0.000000,0.754366
1.920000,19.970998,19.568683,0.000000,10.261018,9.636645,0.000000,0.000000,0.000000,0.754029
1.930000,20.073597,19.665007,0.000000,10.258822,9.628040,0.000000,0.000000,0.000000,0.753690
1.940000,20.176174,19.761244,0.000000,10.256615,9.619393,0.000000,0.000000,0.000000,0.753349
1.950000,20.278730,19.857395,0.000000,10.254397,9.610704,0.000000,0.000000,0.000000,0.753006
1.960000,20.381262,19.953458,0.000000,10.252168,9.601972,0.000000,0.000000,0.000000,0.752661
1.970000,20.483773,20.049434,0.000000,10.249927,9.593199,0.000000,0.000000,0.000000,0.752314
1.980000,20.586261,20.145322,0.000000,10.247675,9.584383,0.000000,0.000000,0.000000,0.751965
1.990000,20.688726,20.241121,0.000000,10.245412,9.575525,0.000000,0.000000,0.000000,0.751614
2.000000,20.791169,20.336832,0.000000,10.243138,9.566626,0.000000,0.000000,0.000000,0.751261
2.010000,20.893589,20.432454,0.000000,10.240852,9.557684,0.000000,0.000000,0.000000,0.750906
2.020000,20.995986,20.527986,0.000000,10.238555,9.548700,0.000000,0.000000,0.000000,0.750549
2.030000,21.098360,20.623428,0.000000,10.236247,9.539675,0.000000,0.000000,0.000000,0.750189
2.040000,21.200711,20.718779,0.000000,10.233928,9.530607,0.000000,0.000000,0.000000,0.749828
2.050000,21.303039,20.814040,0.000000,10.231597,9.521498,0.000000,0.000000,0.000000,0.749465
2.060000,21.405343,20.909209,0.000000,10.229256,9.512347,0.000000,0.000000,0.000000,0.749100
2.070000,21.507624,21.004286,0.000000,10.226903,9.503155,0.000000,0.000000,0.000000,0.748732
2.080000,21.609881,21.099272,0.000000,10.224538,9.493920,0.000000,0.000000,0.000000,0.748363
2.090000,21.712114,21.194165,0.000000,10.222163,9.484644,0.000000,0.000000,0.000000,0.747991
2.100000,21.814324,21.288965,0.000000,10.219776,9.475327,0.000000,0.000000,0.000000,0.747617
2.110000,21.916510,21.383671,0.000000,10.217379,9.465968,0.000000,0.000000,0.000000,0.747242
2.120000,22.018672,21.478284,0.000000,10.214970,9.456567,0.000000,0.000000,0.000000,0.746864
2.130000,22.120809,21.572802,0.000000,10.212549,9.447125,0.000000,0.000000,0.000000,0.746484
2.140000,22.222923,21.667226,0.000000,10.210118,9.437641,0.000000,0.000000,0.000000,0.746102
2.150000,22.325012,21.761555,0.000000,10.207675,9.428116,0.000000,0.000000,0.000000,0.745718
2.160000,22.427076,21.855788,0.000000,10.205222,9.418550,0.000000,0.000000,0.000000,0.745332
2.170000,22.529116,21.949926,0.000000,10.202757,9.408942,0.000000,0.000000,0.000000,0.744944
2.180000,22.631131,22.043967,0.000000,10.200280,9.399293,0.000000,0.000000,0.000000,0.744553
2.190000,22.733122,22.137912,0.000000,10.197793,9.389603,0.000000,0.000000,0.000000,0.744161
2.200000,22.835087,22.231759,0.000000,10.195294,9.379872,0.000000,0.000000,0.000000,0.743766
2.210000,22.937027,22.325509,0.000000,10.192785,9.370099,0.000000,0.000000,0.000000,0.743370
2.220000,23.038943,22.419161,0.000000,10.190264,9.360286,0.000000,0.000000,0.000000,0.742971
2.230000,23.140833,22.512714,0.000000,10.187732,9.350431,0.000000,0.000000,0.000000,0.742570
2.240000,23.242697,22.606169,0.000000,10.185188,9.340535,0.000000,0.000000,0.000000,0.742167
2.250000,23.344536,22.699525,0.000000,10.182634,9.330599,0.000000,0.000000,0.000000,0.741761
2.260000,23.446350,22.792781,0.000000,10.180068,9.320621,0.000000,0.000000,0.000000,0.741354
2.270000,23.548138,22.885937,0.000000,10.177492,9.310602,0.000000,0.000000,0.000000,0.740944
2.280000,23.649900,22.978993,0.000000,10.174904,9.300543,0.000000,0.000000,0.000000,0.740533
2.290000,23.751636,23.071948,0.000000,10.172305,9.290443,0.000000,0.000000,0.000000,0.740119
2.300000,23.853346,23.164802,0.000000,10.169694,9.280302,0.000000,0.000000,0.000000,0.739703
2.310000,23.955030,23.257554,0.000000,10.167073,9.270121,0.000000,0.000000,0.000000,0.739285
2.320000,24.056687,23.350204,0.000000,10.164440,9.259898,0.000000,0.000000,0.000000,0.738864
2.330000,24.158318,23.442752,0.000000,10.161797,9.249636,0.000000,0.000000,0.000000,0.738442
2.340000,24.259923,23.535197,0.000000,10.159142,9.239332,0.000000,0.000000,0.000000,0.738017
2.350000,24.361501,23.627538,0.000000,10.156476,9.228988,0.000000,0.000000,0.000000,0.737590
2.360000,24.463053,23.719776,0.000000,10.153799,9.218604,0.000000,0.000000,0.000000,0.737161
2.370000,24.564577,23.811910,0.000000,10.151111,9.208179,0.000000,0.000000,0.000000,0.736730
2.380000,24.666075,23.903940,0.000000,10.148411,9.197714,0.000000,0.000000,0.000000,0.736296
2.390000,24.767545,23.995864,0.000000,10.145701,9.187208,0.000000,0.000000,0.000000,0.735860
2.400000,24.868989,24.087684,0.000000,10.142979,9.176662,0.000000,0.000000,0.000000,0.735422
2.410000,24.970405,24.179397,0.000000,10.140246,9.166076,0.000000,0.000000,0.000000,0.734982
2.420000,25.071794,24.271005,0.000000,10.137503,9.155450,0.000000,0.000000,0.000000,0.734540
2.430000,25.173155,24.362506,0.000000,10.134748,9.144783,0.000000,0.000000,0.000000,0.734095
2.440000,25.274489,24.453901,0.000000,10.131981,9.134076,0.000000,0.000000,0.000000,0.733648
2.450000,25.375794,24.545188,0.000000,10.129204,9.123330,0.000000,0.000000,0.000000,0.733199
2.460000,25.477073,24.636367,0.000000,10.126416,9.112543,0.000000,0.000000,0.000000,0.732748
2.470000,25.578323,24.727438,0.000000,10.123616,9.101716,0.000000,0.000000,0.000000,0.732294
2.480000,25.679545,24.818401,0.000000,10.120806,9.090850,0.000000,0.000000,0.000000,0.731838
2.490000,25.780739,24.909255,0.000000,10.117984,9.079943,0.000000,0.000000,0.000000,0.731380
2.500000,25.881905,25.000000,0.000000,10.115152,9.068997,0.000000,0.000000,0.000000,0.730920
2.510000,25.983042,25.090635,0.000000,10.112308,9.058011,0.000000,0.000000,0.000000,0.730457
2.520000,26.084151,25.181160,0.000000,10.109453,9.046985,0.000000,0.000000,0.000000,0.729992
2.530000,26.185231,25.271575,0.000000,10.106587,9.035919,0.000000,0.000000,0.000000,0.729525
2.540000,26.286282,25.361878,0.000000,10.103710,9.024814,0.000000,0.000000,0.000000,0.729055
2.550000,26.387305,25.452071,0.000000,10.100822,9.013669,0.000000,0.000000,0.000000,0.728584
2.560000,26.488299,25.542152,0.000000,10.097922,9.002485,0.000000,0.000000,0.000000,0.728109
2.570000,26.589263,25.632120,0.000000,10.095012,8.991261,0.000000,0.000000,0.000000,0.727633
2.580000,26.690199,25.721977,0.000000,10.092091,8.979998,0.000000,0.000000,0.000000,0.727154
2.590000,26.791105,25.811720,0.000000,10.089158,8.968696,0.000000,0.000000,0.000000,0.726673
2.600000,26.891982,25.901350,0.000000,10.086215,8.957354,0.000000,0.000000,0.000000,0.726190
2.610000,26.992829,25.990867,0.000000,10.083260,8.945972,0.000000,0.000000,0.000000,0.725704
2.620000,27.093647,26.080270,0.000000,10.080295,8.934552,0.000000,0.000000,0.000000,0.725216
2.630000,27.194435,26.169558,0.000000,10.077318,8.923092,0.000000,0.000000,0.000000,0.724725
2.640000,27.295194,26.258731,0.000000,10.074330,8.911593,0.000000,0.000000,0.000000,0.724233
2.650000,27.395922,26.347790,0.000000,10.071331,8.900055,0.000000,0.000000,0.000000,0.723737
2.660000,27.496620,26.436732,0.000000,10.068322,8.888479,0.000000,0.000000,0.000000,0.723240
2.670000,27.597288,26.525559,0.000000,10.065301,8.876863,0.000000,0.000000,0.000000,0.722740
2.680000,27.697926,26.614270,0.000000,10.062269,8.865208,0.000000,0.000000,0.000000,0.722238
2.690000,27.798534,26.702863,0.000000,10.059226,8.853514,0.000000,0.000000,0.000000,0.721733
2.700000,27.899111,26.791340,0.000000,10.056172,8.841781,0.000000,0.000000,0.000000,0.721226
2.710000,27.999657,26.879699,0.000000,10.053107,8.830010,0.000000,0.000000,0.000000,0.720717
2.720000,28.100173,26.967940,0.000000,10.050031,8.818200,0.000000,0.000000,0.000000,0.720205
2.730000,28.200658,27.056063,0.000000,10.046944,8.806351,0.000000,0.000000,0.000000,0.719690
2.740000,28.301112,27.144067,0.000000,10.043846,8.794464,0.000000,0.000000,0.000000,0.719174
2.750000,28.401534,27.231952,0.000000,10.040737,8.782538,0.000000,0.000000,0.000000,0.718655
2.760000,28.501926,27.319717,0.000000,10.037617,8.770573,0.000000,0.000000,0.000000,0.718133
2.770000,28.602287,27.407363,0.000000,10.034486,8.758570,0.000000,0.000000,0.000000,0.717609
