timestamp,lat,lon,alt,vn,ve,vd
5.600000,51.698350,44.787570,0.647181,8.680319,3.989775,0.121971
5.700000,57.525631,48.177364,-1.798706,8.740777,3.756612,0.099080
5.800000,58.204036,50.621024,1.202271,8.586101,3.511712,-0.229811
5.900000,59.394090,46.980706,-0.925703,8.484130,3.340868,0.240074
6.000000,58.972231,47.288293,-0.116990,8.575314,3.337203,0.018456
6.100000,61.678836,48.926543,4.122967,8.496002,3.041323,-0.182605
6.200000,61.301251,46.278042,-1.294552,8.267122,2.751694,-0.013257
6.300000,58.856306,47.271840,-1.916304,8.237227,2.623867,0.186927
6.400000,60.888852,49.842624,-0.445663,8.212254,2.256942,0.097209
6.500000,62.427069,47.576362,2.039831,8.268597,2.129500,-0.163599
6.600000,64.312986,48.240902,-2.068639,7.939951,2.018143,0.091900
6.700000,66.152393,50.543623,1.384178,7.985762,1.722302,0.028679
6.800000,63.865461,50.340576,-4.005369,8.010683,1.345925,0.239850
6.900000,68.834955,47.415333,-2.717178,8.122555,1.498585,0.012968
7.000000,65.315926,49.473132,1.059583,7.940249,1.162465,-0.071889
7.100000,67.087386,46.859037,1.626200,7.728798,0.899227,-0.004770
7.200000,68.575170,48.913060,1.019730,7.673568,0.679091,0.020501
7.300000,69.420597,50.383541,-0.336482,7.638311,0.378089,-0.098819
7.400000,69.517827,49.225283,4.039137,7.364642,0.045842,-0.046507
7.500000,71.951418,51.630654,0.472867,7.523992,-0.004161,0.100131
7.600000,71.049190,51.800767,1.960918,7.230347,-0.183401,0.195847
7.700000,73.459339,51.143220,0.682377,7.066251,-0.569708,-0.078839
7.800000,71.811493,49.900553,1.254219,7.174279,-0.611894,0.024339
7.900000,75.790280,47.483733,2.730773,6.878885,-0.939587,-0.097474
8.000000,73.764689,51.692236,-1.485952,7.187603,-1.109175,0.124655
8.100000,73.522885,51.872355,-3.200454,6.765371,-1.466618,0.067561
8.200000,74.847098,50.471361,0.966478,6.728367,-1.638968,-0.046822
8.300000,75.034726,49.778542,-0.301354,6.690239,-1.753432,-0.089837
8.400000,75.983217,52.290153,-0.622237,6.691649,-1.701722,0.022990
8.500000,78.679854,49.704883,-1.035537,6.538722,-2.166000,0.085520
8.600000,78.242562,45.863455,2.309618,6.568101,-2.402682,-0.027144
8.700000,78.470830,50.659556,-1.659443,6.437628,-2.616551,-0.021595
8.800000,77.447000,49.366571,1.953517,6.469611,-2.610350,0.077785
8.900000,78.948307,49.060211,0.671029,6.303103,-3.012914,-0.112553
9.000000,80.934994,51.718775,0.149804,6.238267,-3.351675,-0.154882
9.100000,83.248189,46.790973,-1.615106,6.090920,-3.424966,-0.095304
9.200000,82.101137,46.531991,-1.021304,6.036938,-3.813051,-0.079329
9.300000,79.890789,47.473935,0.235139,5.929408,-3.898554,-0.036590
9.400000,84.475888,43.691946,1.091177,5.898025,-4.217020,-0.146894
9.500000,85.077920,46.872522,-1.161787,5.669209,-4.414127,0.056054
9.600000,83.446410,45.315188,1.026642,5.688555,-4.396967,-0.021698
9.700000,84.889286,46.575166,-1.258451,5.343550,-4.563842,-0.052920
9.800000,88.267774,45.307137,-0.331567,5.389225,-4.702897,-0.004794
9.900000,84.698153,43.884994,-1.357222,5.396761,-5.010887,0.034664
10.000000,85.021808,44.840899,0.895470,5.163842,-5.181221,0.012292
10.100000,87.063230,42.255373,-1.634272,5.071808,-5.524570,-0.002561
10.200000,89.176650,43.189597,-0.679919,4.846359,-5.624205,-0.127015
10.300000,87.795473,44.806053,2.754456,4.926669,-5.989654,-0.003611
10.400000,89.263433,41.071263,-0.240280,4.749205,-5.990544,-0.168835
10.500000,86.386815,39.205650,1.444068,4.695460,-6.143505,-0.150868
10.600000,89.713783,41.098801,-0.164125,4.533831,-6.370424,-0.117472
10.700000,89.019171,37.154447,0.204830,4.519991,-6.359353,-0.218531
10.800000,93.046719,39.502566,-0.316005,4.277448,-6.839391,-0.013084
10.900000,89.296724,35.433698,0.490279,4.569973,-6.978016,-0.192647
11.000000,92.148131,36.446938,-1.788221,3.995385,-6.990133,0.003483
11.100000,91.970142,34.445954,1.304186,4.265935,-7.037683,0.005383
11.200000,89.945573,36.225362,-0.835498,4.070156,-7.138804,-0.123748
11.300000,93.904131,37.233557,-1.199570,3.989917,-7.478363,-0.017152
11.400000,92.129479,30.961929,1.999864,3.783096,-7.705195,0.005960
11.500000,92.115749,32.221669,-0.772725,3.725396,-7.796313,0.077350
11.600000,95.372114,31.557825,0.214994,3.548770,-7.921185,-0.131193
11.700000,93.930641,32.717481,-1.469298,3.502894,-7.940561,0.297308
11.800000,93.960203,29.402503,1.355636,3.527547,-8.073895,-0.020984
11.900000,91.738878,31.022299,1.449474,3.332700,-8.356337,-0.084977
12.000000,93.277180,32.128655,-2.963232,3.245365,-8.430163,-0.016567
12.100000,97.948337,27.184235,-1.605379,3.134658,-8.574946,-0.172868
12.200000,95.263392,30.566082,-2.692960,3.128505,-8.957293,0.046153
12.300000,93.003962,28.778587,0.794464,2.892135,-8.844460,0.181670
12.400000,97.831463,23.644520,1.806180,2.864261,-9.025778,-0.060991
12.500000,97.616770,22.791189,-1.342490,2.724053,-8.944530,0.085284
12.600000,97.327247,25.370243,-0.088039,2.558383,-9.134208,0.100034
12.700000,96.959068,23.057017,3.386025,2.568761,-9.224475,-0.097969
12.800000,97.049878,22.059254,-1.564177,2.478215,-9.472865,-0.040083
12.900000,94.050688,22.475478,-1.949026,2.442849,-9.319041,-0.002456
13.000000,99.552834,20.303968,-0.181440,2.119509,-9.597715,0.006546
13.100000,96.611762,20.972358,0.407401,2.229692,-9.668130,-0.000558
13.200000,98.521177,17.798782,-1.348322,1.952542,-9.549080,-0.080569
13.300000,98.306613,19.124512,-0.156034,1.838483,-9.824881,0.057313
13.400000,97.919458,17.976212,0.251660,1.775438,-10.020432,0.083385
13.500000,97.871252,13.666037,1.154152,1.708590,-9.978033,0.107016
13.600000,99.836493,13.343693,-2.411411,1.493131,-10.072096,-0.069281
13.700000,99.642081,13.620243,0.602072,1.433599,-9.907279,0.047221
13.800000,98.578793,10.742363,0.836859,1.297889,-10.077240,0.006476
13.900000,100.185160,13.470641,-0.134752,1.390376,-10.275703,0.088893
14.000000,98.441457,10.068739,-0.253252,1.009816,-10.146336,-0.017708
14.100000,99.881101,10.283659,0.480960,1.000020,-10.284584,0.060609
14.200000,100.430289,5.032399,-0.642194,1.015936,-10.294649,0.078746
14.300000,101.742848,9.281058,-0.878343,0.625592,-10.171594,0.016475
14.400000,99.429789,7.172883,1.529237,0.596291,-10.297126,0.208498
14.500000,101.650527,6.301313,-0.430288,0.560668,-10.429062,-0.043435
14.600000,100.367980,0.507978,0.349119,0.444977,-10.314616,-0.122918
14.700000,101.965427,3.799532,1.765949,0.532787,-10.435348,0.048510
14.800000,98.162713,2.462286,0.616542,0.182950,-10.440710,0.035328
14.900000,101.156988,1.385620,-0.609755,-0.055176,-10.348942,0.061544
15.000000,98.126309,-0.634174,1.771907,0.109609,-10.316608,-0.145968
15.100000,100.182556,-1.024976,0.489050,-0.019456,-10.440847,0.123120
15.200000,99.479067,-2.857459,-0.465678,-0.120478,-10.554382,0.028982
15.300000,98.423150,-3.801135,-0.547393,-0.373924,-10.421191,-0.089399
15.400000,98.936175,-4.715755,1.417484,-0.485811,-10.398352,-0.030315
15.500000,100.483523,-6.146444,0.257385,-0.441057,-10.321776,0.006982
15.600000,100.573968,-6.757495,0.501154,-0.674860,-10.559399,-0.104621
15.700000,98.651170,-7.498954,-0.569324,-0.885676,-10.364033,-0.087471
15.800000,98.870333,-8.633477,-2.784065,-0.879980,-10.299163,-0.098601
15.900000,97.490851,-9.424410,0.398134,-1.127794,-10.259754,0.008081
16.000000,101.587651,-12.134156,1.090279,-1.055812,-10.324275,0.070718
16.100000,99.204305,-9.978286,-1.496533,-1.269040,-10.061627,-0.057257
16.200000,100.111623,-11.620484,0.302983,-1.308838,-10.307097,0.008437
16.300000,99.713236,-13.199522,-0.781038,-1.448065,-10.182583,0.017457
16.400000,98.524818,-14.274114,-2.817138,-1.607630,-10.176740,0.112911
16.500000,99.254313,-16.153486,-0.017294,-1.642355,-10.041241,0.152842
16.600000,98.719479,-19.179145,2.041631,-1.716585,-9.871255,-0.051653
16.700000,98.489748,-17.973473,1.246214,-1.784562,-9.962521,0.082376
16.800000,100.984101,-19.235539,-1.871300,-1.861030,-9.504300,0.341861
16.900000,98.461138,-22.372311,-2.074561,-2.225068,-9.543568,-0.043828
17.000000,97.797576,-21.972189,2.731228,-2.152421,-9.636940,-0.134972
17.100000,97.079948,-21.193802,2.931177,-2.225427,-9.308781,0.026310
17.200000,95.199643,-19.088860,0.572729,-2.323103,-9.376213,-0.054075
17.300000,98.853384,-23.631690,0.717673,-2.570950,-9.295468,0.123796
17.400000,95.340437,-20.453999,1.589990,-2.716156,-9.195325,0.124143
17.500000,98.058646,-25.011497,-0.395332,-2.646383,-9.115126,0.055560
17.600000,94.196599,-24.754394,-0.981913,-2.630732,-8.797162,-0.144660
17.700000,95.465378,-28.257873,-0.460885,-3.049488,-8.784070,-0.014912
17.800000,96.918184,-28.107709,3.330169,-3.065615,-8.858937,-0.034754
17.900000,95.473864,-27.513681,-0.273047,-3.087671,-8.531802,0.024765
18.000000,96.348857,-31.157703,-0.218232,-3.192028,-8.364478,0.028260
18.100000,94.659825,-30.340466,-1.621341,-3.282318,-8.526008,0.198657
18.200000,94.861784,-33.139109,1.451511,-3.415008,-8.185803,-0.196044
18.300000,93.291610,-32.705361,-1.313388,-3.463852,-8.221397,0.141060
18.400000,93.768303,-32.069987,0.826405,-3.347329,-7.809053,0.203250
18.500000,91.472069,-33.580654,1.297913,-3.778432,-7.942932,-0.129182
18.600000,92.489600,-34.080876,0.426280,-3.767650,-7.692431,0.057938
18.700000,95.485532,-35.272632,0.227025,-3.868608,-7.298068,0.031944
18.800000,92.783010,-37.694525,3.531073,-4.107948,-7.407312,0.093476
18.900000,90.476956,-35.226525,-0.481282,-3.942698,-7.044384,0.104053
19.000000,92.564326,-38.785808,0.417994,-4.283054,-7.223117,-0.019647
19.100000,92.161506,-39.424407,-1.512953,-4.507797,-6.848128,-0.185303
19.200000,91.089770,-36.872246,-0.325931,-4.472824,-6.673051,0.130495
19.300000,88.698545,-38.553346,0.791328,-4.432787,-6.409669,0.106162
19.400000,88.783517,-39.890876,0.456677,-4.768679,-6.241160,-0.029008
19.500000,89.447799,-38.835286,2.477853,-4.846931,-6.334923,-0.122489
19.600000,88.586065,-40.565720,-1.069395,-4.855453,-5.999091,0.008363
19.700000,88.958576,-41.552968,-1.091108,-4.738578,-5.825192,0.111474
19.800000,87.779250,-40.871866,0.194830,-5.035707,-5.686097,-0.140186
19.900000,88.264426,-45.129932,2.168126,-5.103564,-5.451574,-0.012669
20.000000,88.551196,-44.005147,2.962235,-5.087384,-5.146796,0.006667
20.100000,85.552659,-44.315469,2.072513,-5.181102,-5.067469,0.121588
20.200000,83.891580,-41.709393,1.154449,-5.494909,-4.688684,0.013387
20.300000,89.842475,-42.396680,2.133819,-5.536827,-4.684857,0.030137
20.400000,81.174157,-45.353472,1.236444,-5.656822,-4.499525,0.054716
20.500000,83.247320,-42.901645,-2.721622,-5.828974,-4.310092,0.006282
20.600000,82.621451,-47.236603,-2.651392,-5.648744,-4.140705,-0.127005
20.700000,83.682936,-45.935277,0.486270,-5.948396,-3.910060,0.027456
20.800000,81.786034,-47.014222,-1.016195,-6.000564,-3.560865,0.024821
20.900000,83.356705,-47.968672,0.135102,-6.053928,-3.562674,-0.001608
21.000000,80.777101,-47.223164,-0.461047,-6.149522,-3.134546,-0.031259
21.100000,79.304737,-47.370872,3.004340,-6.281935,-3.116894,-0.215497
21.200000,79.842052,-51.273821,-0.208369,-6.366529,-2.773505,-0.112577
21.300000,77.403939,-50.024324,-0.278106,-6.394244,-2.585339,-0.212444
21.400000,78.897158,-51.116030,0.672480,-6.507096,-2.497605,0.093293
21.500000,76.051933,-51.034169,1.017826,-6.407267,-2.107773,0.004899
21.600000,77.401897,-50.049825,-0.028131,-6.703602,-1.992279,-0.020370
21.700000,74.693497,-50.156612,1.756283,-6.838018,-1.817460,0.169354
21.800000,76.941881,-48.165132,0.131510,-6.808871,-1.519531,-0.009603
21.900000,74.667913,-50.415973,1.194342,-6.888573,-1.231275,0.041189
22.000000,75.956866,-51.663829,1.184510,-7.063709,-0.943561,0.030084
22.100000,70.442767,-50.297269,0.719373,-7.134893,-0.963729,-0.014175
22.200000,72.219974,-51.930423,-1.714973,-7.025854,-0.657465,0.140191
22.300000,73.294806,-52.569493,-0.223179,-7.253344,-0.591546,-0.125414
22.400000,71.665328,-51.784882,0.132186,-7.489256,-0.119705,-0.119491
22.500000,72.541853,-47.148314,-0.798891,-7.378991,-0.104230,-0.009493
22.600000,69.204568,-51.669854,1.360597,-7.392844,0.336943,0.054103
22.700000,69.418418,-49.236493,2.363933,-7.703533,0.478073,-0.127560
22.800000,70.689570,-49.474668,-1.659425,-7.589514,0.546848,-0.134340
22.900000,65.880160,-49.320718,0.186496,-7.620016,0.783594,-0.171148
23.000000,67.623878,-48.081637,0.993130,-7.693378,1.001950,-0.033407
23.100000,67.589934,-50.680513,0.658647,-7.677204,1.355525,-0.071672
23.200000,64.236621,-49.477207,1.388909,-8.015466,1.610835,0.134743
23.300000,62.782539,-48.739973,-0.744945,-7.996832,1.784492,0.047595
23.400000,62.829053,-50.811642,-1.810759,-8.192009,2.109557,0.051494
23.500000,63.088641,-50.369580,1.742026,-8.158327,2.297817,-0.084071
23.600000,62.446339,-47.263123,0.602743,-8.146683,2.277382,-0.041678
23.700000,59.000969,-46.576529,0.146011,-8.346752,2.465514,-0.114799
23.800000,62.490665,-50.279252,-0.003911,-8.309819,2.884787,0.158776
23.900000,59.550872,-49.464156,-0.842696,-8.518032,2.972070,-0.097488
24.000000,60.719427,-49.214858,-0.788600,-8.469981,3.277147,0.068815
24.100000,58.714168,-48.146173,-0.977185,-8.486136,3.321837,0.096551
24.200000,55.856220,-50.352631,0.716046,-8.640370,3.802520,0.162368
24.300000,54.268279,-47.215364,-1.201797,-8.488001,3.750453,0.008452
24.400000,57.365795,-48.392248,0.145390,-8.753473,4.246497,0.009195
24.500000,50.458651,-46.125193,-1.250687,-8.920645,4.132011,0.119641
24.600000,53.212891,-43.069609,-0.416500,-8.875216,4.436444,0.023635
24.700000,51.349005,-44.508200,-1.636075,-8.932943,4.670322,-0.058608
24.800000,51.535370,-45.588823,-0.239467,-8.967198,4.825010,0.016558
24.900000,51.056011,-45.451275,3.224385,-8.838679,5.291175,0.169914
25.000000,46.732587,-43.631168,-0.265841,-9.213558,5.148059,0.039186
25.100000,49.282447,-43.382923,-1.087696,-9.064826,5.455640,0.023154
25.200000,48.674921,-38.954400,-3.416596,-9.205119,5.517581,0.103339
25.300000,47.815205,-40.553546,1.175617,-9.402768,5.664434,0.046895
25.400000,45.729925,-41.592159,-1.531901,-9.299053,6.017333,0.001602
25.500000,42.742142,-39.848334,3.807740,-9.219696,6.208594,-0.069411
25.600000,44.508391,-40.274280,-0.741201,-9.481953,6.261157,-0.062513
25.700000,42.358529,-40.164955,0.672156,-9.319196,6.465508,-0.143713
25.800000,43.085378,-39.130803,1.948807,-9.534542,6.576484,-0.075770
25.900000,40.636139,-36.263300,-3.650309,-9.493797,6.947468,0.109307
26.000000,42.563833,-36.953905,1.192140,-9.750823,6.989338,-0.127824
26.100000,37.538039,-35.790817,-2.842289,-9.606716,7.185858,0.024565
26.200000,37.773255,-35.454440,0.530430,-9.704133,7.386301,0.056638
26.300000,40.885246,-34.044229,1.000109,-9.754579,7.437627,-0.106542
26.400000,35.028830,-31.142849,-3.635114,-9.681229,7.680496,-0.007237
26.500000,33.276708,-33.704912,-0.896483,-9.708811,7.828313,0.012294
26.600000,35.897113,-32.295846,1.485090,-9.907256,7.827261,-0.111793
26.700000,30.333121,-32.389420,-0.520872,-9.810379,8.128209,-0.059330
26.800000,31.735723,-29.936468,0.145463,-9.756547,8.179651,-0.106574
26.900000,32.450440,-30.776442,-0.651338,-10.048055,8.427645,-0.058647
27.000000,29.897641,-29.210258,-1.636477,-9.861645,8.588327,-0.064280
27.100000,29.773163,-24.953561,-0.423673,-9.909519,8.691936,-0.066721
27.200000,27.735942,-29.574553,-0.584958,-10.085783,8.656212,0.071605
27.300000,26.377043,-26.996551,-1.057644,-10.185832,8.794135,-0.066709
27.400000,26.259895,-28.622936,0.342671,-10.073643,8.866198,-0.076170
27.500000,25.906711,-26.937912,-1.293146,-10.109746,8.995027,-0.082520
27.600000,25.077330,-23.760321,-0.343202,-10.265841,9.361688,0.063840
27.700000,23.392306,-24.139938,1.027129,-10.169104,9.236544,-0.025210
27.800000,22.656016,-21.054110,-0.520138,-10.172429,9.175015,0.033316
27.900000,24.527713,-20.730046,-2.345454,-10.224816,9.501623,0.002327
28.000000,21.496766,-20.409331,-1.500079,-10.263949,9.555565,-0.005150
28.100000,20.381296,-18.435856,1.938517,-10.399907,9.625737,-0.046940
28.200000,18.086486,-17.266719,1.725919,-10.030504,9.899047,-0.058219
28.300000,15.610927,-17.856123,-2.997917,-10.250238,9.728354,0.117469
28.400000,17.539491,-17.527249,1.195425,-10.575052,9.903754,0.149009
28.500000,17.044407,-16.295015,-0.398411,-10.410171,9.886120,-0.070628
28.600000,15.543386,-15.666025,0.539574,-10.523468,10.097003,-0.015851
28.700000,11.618189,-14.225224,-0.315971,-10.442907,10.137810,0.029341
28.800000,13.984396,-10.829861,-1.014387,-10.326309,10.035105,-0.100069
28.900000,8.684413,-13.629673,-0.356985,-10.430859,10.164898,0.061678
29.000000,8.940868,-11.044826,2.009565,-10.531611,10.244327,0.041900
29.100000,10.886843,-9.151398,1.871116,-10.326137,10.270174,-0.115954
29.200000,6.738022,-6.969738,-0.382710,-10.309219,10.346544,0.117707
29.300000,8.106297,-6.857931,0.910206,-10.478909,10.454267,0.059606
29.400000,7.423144,-4.137331,1.300905,-10.357971,10.116338,0.172116
29.500000,6.245979,-4.278202,0.511110,-10.536798,10.300444,-0.105355
29.600000,4.427527,-2.342724,1.240015,-10.161658,10.544040,-0.062477
29.700000,4.157245,-2.270245,-0.718724,-10.540765,10.516275,-0.055878
29.800000,1.104579,-2.453372,0.674624,-10.456815,10.604417,0.011767
29.900000,2.222208,-1.475239,2.094203,-10.650956,10.536744,0.048947
30.000000,2.982685,0.347934,1.730184,-10.520596,10.440903,-0.117110
30.100000,-2.438888,1.190817,-0.662907,-10.454716,10.343225,0.072229
30.200000,-3.946143,3.606891,-0.121913,-10.550840,10.351609,0.072206
30.300000,-2.042012,3.363397,0.563837,-10.337161,10.531997,0.112747
30.400000,-3.089017,5.042335,-0.841833,-10.444669,10.484806,0.173063
30.500000,-3.185030,5.596581,-1.337383,-10.391387,10.629087,-0.053981
30.600000,-8.929435,8.409902,-2.027577,-10.628497,10.369045,-0.024854
30.700000,-8.493244,7.082855,1.423624,-10.345837,10.279887,-0.048130
30.800000,-8.740484,10.650080,0.469207,-10.303335,10.376352,0.102401
30.900000,-9.564556,9.408637,-0.638414,-10.328270,10.392194,-0.076068
31.000000,-10.420514,10.067347,-0.336097,-10.414314,10.163887,-0.008562
31.100000,-14.058200,11.372355,0.998235,-10.397359,10.204941,-0.015219
31.200000,-9.691056,11.015205,-1.431087,-10.411956,10.044715,-0.096112
31.300000,-15.407163,13.259640,-1.106124,-10.354070,10.081690,0.085671
31.400000,-17.001915,12.447162,-1.585864,-10.310137,10.288958,0.128442
31.500000,-13.385041,14.999915,-0.443944,-10.333509,10.098882,-0.014702
31.600000,-17.703688,18.722519,0.111658,-10.274396,9.927751,0.004745
31.700000,-16.951668,17.123316,1.762110,-10.206525,9.909695,-0.004260
31.800000,-16.986957,18.052525,1.208339,-10.424181,9.598621,0.046119
31.900000,-20.333529,19.227497,-2.002838,-10.452992,9.664600,0.059078
32.000000,-17.800804,19.834262,1.176540,-10.206246,9.507002,0.065474
32.100000,-21.631988,23.466603,-3.115831,-10.239898,9.498819,-0.099941
32.200000,-20.597076,22.369508,1.504309,-10.070636,9.171553,0.076954
32.300000,-24.684889,25.389275,0.194232,-10.126493,9.082613,0.045873
32.400000,-25.450555,23.217699,0.170881,-10.125113,9.065943,0.075801
32.500000,-24.725798,24.204718,0.513894,-10.021330,9.010170,0.126600
32.600000,-26.226917,26.956424,-0.028369,-10.080629,8.942070,-0.131446
32.700000,-26.033658,23.704126,-0.257104,-10.225177,8.822673,-0.089600
32.800000,-27.277483,27.083720,2.396389,-9.932191,8.606161,0.079090
32.900000,-29.331685,28.028193,-0.454608,-9.945985,8.567142,-0.011225
33.000000,-27.607067,29.432618,-1.071924,-10.026626,8.330117,0.041203
33.100000,-31.723150,31.947664,-0.003375,-9.924238,8.219661,-0.107750
33.200000,-34.290155,29.931661,0.247095,-9.927014,8.361399,0.008486
33.300000,-31.659414,30.432143,-0.729469,-9.874297,8.020065,-0.072778
33.400000,-34.715995,36.123017,2.033614,-9.736681,8.013284,-0.163555
33.500000,-35.271715,32.627497,0.937521,-9.755663,7.763067,0.048895
33.600000,-36.645550,31.323275,0.546885,-9.777934,7.720119,0.094268
33.700000,-36.701244,33.481628,-1.153037,-9.565129,7.373568,-0.078259
33.800000,-41.710546,36.093185,1.249763,-9.525273,7.326911,0.017734
33.900000,-39.761849,36.330292,-0.963436,-9.694939,7.247095,0.060963
34.000000,-39.079859,39.128894,-3.138785,-9.520431,7.084320,0.001308
34.100000,-40.731812,35.346003,2.344527,-9.698486,6.891443,-0.161068
34.200000,-41.195479,38.602413,0.604040,-9.401360,6.547484,-0.062752
34.300000,-44.886540,40.771716,0.856582,-9.368031,6.521712,-0.088627
34.400000,-44.346094,40.532366,1.280102,-9.398326,6.418991,-0.034311
34.500000,-45.564944,40.673089,-0.464595,-9.260728,6.169378,-0.069838
34.600000,-43.949938,40.150853,0.683345,-9.213553,5.868322,-0.117746
34.700000,-47.923905,40.634359,1.932596,-9.226824,5.893810,-0.018991
34.800000,-46.958333,41.386136,0.859020,-9.129634,5.799383,0.099938
34.900000,-47.868010,44.274310,0.157330,-9.168677,5.409817,0.103365
35.000000,-49.246833,41.955104,1.096686,-9.118226,5.232258,0.144440
35.100000,-51.104048,40.856973,-1.106924,-9.023118,4.836409,-0.102766
35.200000,-50.899784,47.025197,0.669515,-8.987092,4.746904,0.110686
35.300000,-53.945168,43.222078,-0.344623,-9.011574,4.561256,-0.121913
35.400000,-54.799977,44.808188,-0.902824,-8.773783,4.478129,0.188720
35.500000,-52.587778,46.695382,0.303714,-8.679056,4.188335,0.007666
35.600000,-54.486030,49.048412,-0.756731,-8.691646,4.040656,-0.010024
35.700000,-55.496714,46.873078,-0.937791,-8.586518,3.906595,0.101588
35.800000,-58.764021,50.035608,1.536784,-8.620461,3.890522,0.167359
35.900000,-57.731913,44.320891,0.870765,-8.564474,3.421934,-0.073098
36.000000,-56.624673,48.104804,1.540714,-8.522339,3.046351,-0.006237
36.100000,-61.603489,45.580378,2.146438,-8.188882,2.895299,-0.103898
36.200000,-60.179374,47.981216,-0.340668,-8.458738,2.887808,-0.013773
36.300000,-61.443813,50.857376,-4.984395,-8.248030,2.666706,-0.107496
36.400000,-60.384962,46.903082,1.453392,-8.237307,2.462234,0.028486
36.500000,-62.960718,52.291932,-0.038735,-8.227898,2.146925,-0.042661
36.600000,-63.353600,49.151409,1.687837,-8.028315,1.840328,-0.019360
36.700000,-64.563261,49.909648,-0.267150,-7.893744,1.753181,0.001944
36.800000,-67.344961,50.472660,2.499974,-7.989700,1.558844,0.004088
36.900000,-67.999040,49.264967,-2.337077,-7.993592,1.268679,0.190858
37.000000,-66.006974,49.819822,0.131341,-7.825673,0.994718,0.080754
